wvl_nm	Abs_CO2
3030	6.63E-06
3035	3.09E-06
3040	1.48E-06
3045	7.03E-07
3050	3.17E-07
3055	1.49E-06
3060	2.85E-07
3065	2.56E-07
3070	1.78E-07
3075	1.63E-07
3080	1.03E-07
3085	7.51E-08
3090	9.08E-08
3095	1.97E-07
3100	5.75E-07
3105	1.47E-06
3110	3.11E-06
3115	5.35E-06
3120	7.16E-06
3125	7.66E-06
3130	5.39E-06
3135	2.48E-06
3140	9.67E-07
3145	5.09E-07
3150	8.79E-07
3155	2.90E-06
3160	4.90E-06
3165	4.59E-06
3170	4.21E-06
3175	2.35E-06
3180	1.26E-06
3185	6.22E-07
3190	3.63E-07
3195	1.75E-07
3200	8.45E-08
3205	0
3210	5.01E-08
3215	1.72E-07
3220	2.19E-07
3225	1.72E-07
3230	1.28E-07
3235	5.32E-08
3240	9.39E-09
3245	0
3250	0
3255	0
3260	0
3265	0
3270	0
3275	0
3280	0
3285	0
3290	0
3295	0
3300	0
3305	0
3310	0
3315	0
3320	0
3325	0
3330	0
3335	2.19E-08
3340	3.13E-08
3345	3.13E-08
3350	3.13E-08
3355	3.13E-08
3360	3.13E-08
3365	3.13E-08
3370	3.13E-08
3375	3.13E-08
3380	3.13E-08
3385	3.13E-08
3390	3.13E-08
3395	3.13E-08
3400	3.13E-08
3405	3.13E-08
3410	3.13E-08
3415	3.13E-08
3420	3.13E-08
3425	3.13E-08
3430	3.13E-08
3435	3.13E-08
3440	3.13E-08
3445	3.13E-08
3450	3.13E-08
3455	3.13E-08
3460	3.13E-08
3465	3.13E-08
3470	3.13E-08
3475	3.76E-08
3480	6.26E-08
3485	6.26E-08
3490	6.26E-08
3495	6.26E-08
3500	6.26E-08
3505	6.26E-08
3510	6.26E-08
3515	6.26E-08
3520	6.26E-08
3525	6.26E-08
3530	6.26E-08
3535	6.26E-08
3540	9.08E-08
3545	9.39E-08
3550	9.39E-08
3555	9.39E-08
3560	9.39E-08
3565	9.39E-08
3570	9.39E-08
3575	1.28E-07
3580	3.39E-07
3585	5.95E-07
3590	8.21E-07
3595	1.15E-06
3600	1.62E-06
3605	2.16E-06
3610	2.65E-06
3615	2.69E-06
3620	1.89E-06
3625	7.34E-07
3630	1.09E-06
3635	2.00E-06
3640	2.78E-06
3645	2.39E-06
3650	2.14E-06
3655	1.47E-06
3660	8.86E-07
3665	6.23E-07
3670	3.63E-07
3675	2.42E-07
3680	2.63E-07
3685	2.63E-07
3690	2.63E-07
3695	2.72E-07
3700	3.72E-07
3705	4.05E-07
3710	4.05E-07
3715	4.26E-07
3720	4.35E-07
3725	4.35E-07
3730	4.63E-07
3735	4.66E-07
3740	4.95E-07
3745	6.77E-07
3750	8.53E-07
3755	1.08E-06
3760	1.33E-06
3765	1.61E-06
3770	1.89E-06
3775	2.24E-06
3780	3.22E-06
3785	4.45E-06
3790	8.07E-06
3795	1.18E-05
3800	1.71E-05
3805	1.91E-05
3810	1.90E-05
3815	1.62E-05
3820	1.03E-05
3825	4.58E-06
3830	9.49E-06
3835	1.49E-05
3840	1.79E-05
3845	1.79E-05
3850	1.54E-05
3855	1.14E-05
3860	8.04E-06
3865	5.52E-06
3870	4.35E-06
3875	3.46E-06
3880	3.14E-06
3885	3.05E-06
3890	2.98E-06
3895	3.01E-06
3900	3.23E-06
3905	3.42E-06
3910	3.67E-06
3915	3.96E-06
3920	4.25E-06
3925	4.70E-06
3930	5.18E-06
3935	5.67E-06
3940	6.36E-06
3945	7.06E-06
3950	8.20E-06
3955	9.59E-06
3960	1.15E-05
3965	1.39E-05
3970	1.68E-05
3975	1.93E-05
3980	2.09E-05
3985	2.11E-05
3990	1.97E-05
3995	1.70E-05
4000	1.62E-05
