Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.1576E+04 .2296E+00 .8453E-02 .1614E+00 .1712E+00 .3262E-01 .2038E+00
.1577E+04 .2015E+00 .7362E-02 .1416E+00 .1503E+00 .2866E-01 .1790E+00
.1578E+04 .2194E+00 .8011E-02 .1542E+00 .1637E+00 .3130E-01 .1950E+00
.1579E+04 .2209E+00 .8042E-02 .1552E+00 .1648E+00 .3159E-01 .1964E+00
.1580E+04 .2281E+00 .8331E-02 .1603E+00 .1701E+00 .3274E-01 .2029E+00
.1581E+04 .2317E+00 .8472E-02 .1628E+00 .1728E+00 .3334E-01 .2061E+00
.1582E+04 .2252E+00 .8245E-02 .1582E+00 .1680E+00 .3249E-01 .2004E+00
.1583E+04 .2301E+00 .8427E-02 .1617E+00 .1716E+00 .3327E-01 .2049E+00
.1584E+04 .2313E+00 .8494E-02 .1626E+00 .1726E+00 .3355E-01 .2061E+00
.1585E+04 .2402E+00 .8822E-02 .1688E+00 .1791E+00 .3492E-01 .2141E+00
.1586E+04 .2371E+00 .8704E-02 .1666E+00 .1769E+00 .3454E-01 .2114E+00
.1587E+04 .2346E+00 .8604E-02 .1649E+00 .1750E+00 .3424E-01 .2092E+00
.1588E+04 .2328E+00 .8546E-02 .1636E+00 .1737E+00 .3406E-01 .2077E+00
.1589E+04 .2154E+00 .7901E-02 .1514E+00 .1607E+00 .3158E-01 .1923E+00
.1590E+04 .2242E+00 .8207E-02 .1575E+00 .1672E+00 .3292E-01 .2001E+00
.1591E+04 .2244E+00 .8207E-02 .1576E+00 .1673E+00 .3301E-01 .2004E+00
.1592E+04 .2338E+00 .8535E-02 .1643E+00 .1744E+00 .3446E-01 .2089E+00
.1593E+04 .2396E+00 .8745E-02 .1683E+00 .1787E+00 .3538E-01 .2141E+00
.1594E+04 .2376E+00 .8656E-02 .1669E+00 .1772E+00 .3514E-01 .2124E+00
.1595E+04 .2395E+00 .8721E-02 .1682E+00 .1786E+00 .3550E-01 .2141E+00
.1596E+04 .2268E+00 .8245E-02 .1593E+00 .1692E+00 .3367E-01 .2028E+00
.1597E+04 .2290E+00 .8305E-02 .1608E+00 .1708E+00 .3405E-01 .2048E+00
.1598E+04 .2360E+00 .8548E-02 .1657E+00 .1760E+00 .3515E-01 .2112E+00
.1599E+04 .2250E+00 .8107E-02 .1580E+00 .1678E+00 .3354E-01 .2014E+00
.1600E+04 .2219E+00 .7943E-02 .1557E+00 .1655E+00 .3308E-01 .1986E+00
.1601E+04 .2084E+00 .7407E-02 .1462E+00 .1555E+00 .3107E-01 .1865E+00
.1602E+04 .2094E+00 .7416E-02 .1469E+00 .1562E+00 .3124E-01 .1874E+00
.1603E+04 .2094E+00 .7406E-02 .1469E+00 .1562E+00 .3129E-01 .1875E+00
.1604E+04 .2133E+00 .7559E-02 .1497E+00 .1591E+00 .3196E-01 .1911E+00
.1605E+04 .2205E+00 .7875E-02 .1548E+00 .1645E+00 .3316E-01 .1977E+00
.1606E+04 .2245E+00 .8035E-02 .1576E+00 .1675E+00 .3384E-01 .2013E+00
.1607E+04 .2171E+00 .7721E-02 .1523E+00 .1619E+00 .3273E-01 .1947E+00
.1608E+04 .2146E+00 .7578E-02 .1505E+00 .1601E+00 .3235E-01 .1924E+00
.1609E+04 .2123E+00 .7481E-02 .1489E+00 .1584E+00 .3204E-01 .1904E+00
.1610E+04 .2030E+00 .7173E-02 .1424E+00 .1514E+00 .3072E-01 .1822E+00
.1611E+04 .2115E+00 .7475E-02 .1483E+00 .1577E+00 .3206E-01 .1898E+00
.1612E+04 .2150E+00 .7614E-02 .1508E+00 .1604E+00 .3267E-01 .1931E+00
.1613E+04 .2208E+00 .7822E-02 .1549E+00 .1647E+00 .3361E-01 .1983E+00
.1614E+04 .2218E+00 .7869E-02 .1556E+00 .1654E+00 .3383E-01 .1993E+00
.1615E+04 .2242E+00 .7957E-02 .1573E+00 .1672E+00 .3426E-01 .2015E+00
.1616E+04 .2143E+00 .7604E-02 .1503E+00 .1598E+00 .3281E-01 .1927E+00
.1617E+04 .2181E+00 .7731E-02 .1530E+00 .1627E+00 .3344E-01 .1961E+00
.1618E+04 .2264E+00 .8024E-02 .1588E+00 .1689E+00 .3477E-01 .2036E+00
.1619E+04 .2239E+00 .7924E-02 .1571E+00 .1670E+00 .3444E-01 .2015E+00
.1620E+04 .2180E+00 .7715E-02 .1529E+00 .1626E+00 .3358E-01 .1962E+00
.1621E+04 .2178E+00 .7700E-02 .1528E+00 .1624E+00 .3360E-01 .1960E+00
.1622E+04 .2208E+00 .7798E-02 .1549E+00 .1647E+00 .3410E-01 .1988E+00
.1623E+04 .2254E+00 .7952E-02 .1581E+00 .1681E+00 .3485E-01 .2030E+00
.1624E+04 .2256E+00 .7949E-02 .1582E+00 .1683E+00 .3493E-01 .2032E+00
.1625E+04 .2211E+00 .7779E-02 .1550E+00 .1649E+00 .3426E-01 .1991E+00
.1626E+04 .2229E+00 .7834E-02 .1563E+00 .1663E+00 .3458E-01 .2009E+00
.1627E+04 .2239E+00 .7862E-02 .1570E+00 .1670E+00 .3478E-01 .2018E+00
.1628E+04 .2244E+00 .7866E-02 .1573E+00 .1674E+00 .3489E-01 .2023E+00
.1629E+04 .2245E+00 .7864E-02 .1574E+00 .1675E+00 .3495E-01 .2024E+00
.1630E+04 .2200E+00 .7695E-02 .1542E+00 .1641E+00 .3428E-01 .1984E+00
.1631E+04 .2215E+00 .7731E-02 .1553E+00 .1652E+00 .3455E-01 .1998E+00
.1632E+04 .2215E+00 .7727E-02 .1553E+00 .1653E+00 .3460E-01 .1998E+00
.1633E+04 .2165E+00 .7527E-02 .1517E+00 .1615E+00 .3383E-01 .1953E+00
.1634E+04 .2166E+00 .7543E-02 .1518E+00 .1616E+00 .3391E-01 .1955E+00
.1635E+04 .2175E+00 .7541E-02 .1524E+00 .1622E+00 .3406E-01 .1963E+00
.1636E+04 .2191E+00 .7604E-02 .1536E+00 .1634E+00 .3437E-01 .1978E+00
.1637E+04 .2113E+00 .7328E-02 .1481E+00 .1576E+00 .3318E-01 .1908E+00
.1638E+04 .2051E+00 .7067E-02 .1437E+00 .1530E+00 .3220E-01 .1852E+00
.1639E+04 .2051E+00 .7088E-02 .1437E+00 .1530E+00 .3227E-01 .1852E+00
.1640E+04 .2005E+00 .6871E-02 .1404E+00 .1496E+00 .3153E-01 .1811E+00
.1641E+04 .2047E+00 .7044E-02 .1434E+00 .1527E+00 .3224E-01 .1849E+00
.1642E+04 .2058E+00 .7078E-02 .1441E+00 .1535E+00 .3242E-01 .1859E+00
.1643E+04 .2011E+00 .6848E-02 .1408E+00 .1500E+00 .3162E-01 .1816E+00
.1644E+04 .2084E+00 .7157E-02 .1459E+00 .1554E+00 .3285E-01 .1883E+00
.1645E+04 .2034E+00 .6948E-02 .1424E+00 .1517E+00 .3204E-01 .1838E+00
.1646E+04 .2028E+00 .6892E-02 .1420E+00 .1513E+00 .3193E-01 .1832E+00
.1647E+04 .2122E+00 .7265E-02 .1486E+00 .1583E+00 .3348E-01 .1917E+00
.1648E+04 .2022E+00 .6849E-02 .1415E+00 .1508E+00 .3184E-01 .1826E+00
.1649E+04 .2039E+00 .6944E-02 .1428E+00 .1521E+00 .3217E-01 .1843E+00
.1650E+04 .2100E+00 .7153E-02 .1470E+00 .1566E+00 .3315E-01 .1898E+00
.1651E+04 .1949E+00 .6559E-02 .1364E+00 .1454E+00 .3069E-01 .1760E+00
.1652E+04 .2083E+00 .7071E-02 .1458E+00 .1554E+00 .3290E-01 .1883E+00
.1653E+04 .2075E+00 .7048E-02 .1453E+00 .1548E+00 .3279E-01 .1876E+00
.1654E+04 .2015E+00 .6785E-02 .1410E+00 .1503E+00 .3179E-01 .1821E+00
.1655E+04 .2072E+00 .7024E-02 .1450E+00 .1545E+00 .3276E-01 .1873E+00
.1656E+04 .2060E+00 .6955E-02 .1442E+00 .1537E+00 .3256E-01 .1862E+00
.1657E+04 .2071E+00 .6994E-02 .1450E+00 .1545E+00 .3276E-01 .1873E+00
.1658E+04 .2096E+00 .7086E-02 .1467E+00 .1563E+00 .3317E-01 .1895E+00
.1659E+04 .2063E+00 .6963E-02 .1444E+00 .1539E+00 .3265E-01 .1865E+00
.1660E+04 .2082E+00 .7022E-02 .1457E+00 .1553E+00 .3297E-01 .1883E+00
.1661E+04 .2086E+00 .7020E-02 .1460E+00 .1556E+00 .3303E-01 .1886E+00
.1662E+04 .2041E+00 .6840E-02 .1428E+00 .1523E+00 .3230E-01 .1846E+00
.1663E+04 .2074E+00 .6971E-02 .1451E+00 .1547E+00 .3285E-01 .1875E+00
.1664E+04 .2060E+00 .6909E-02 .1441E+00 .1537E+00 .3263E-01 .1863E+00
.1665E+04 .1979E+00 .6582E-02 .1384E+00 .1476E+00 .3130E-01 .1789E+00
.1666E+04 .1680E+00 .5413E-02 .1173E+00 .1253E+00 .2637E-01 .1516E+00
.1667E+04 .1969E+00 .6534E-02 .1377E+00 .1469E+00 .3115E-01 .1780E+00
.1668E+04 .2004E+00 .6687E-02 .1401E+00 .1494E+00 .3175E-01 .1812E+00
.1669E+04 .2006E+00 .6679E-02 .1403E+00 .1496E+00 .3178E-01 .1814E+00
.1670E+04 .2069E+00 .6896E-02 .1447E+00 .1543E+00 .3280E-01 .1871E+00
.1671E+04 .2042E+00 .6788E-02 .1428E+00 .1523E+00 .3237E-01 .1847E+00
.1672E+04 .1974E+00 .6561E-02 .1380E+00 .1472E+00 .3129E-01 .1785E+00
.1673E+04 .2019E+00 .6709E-02 .1412E+00 .1506E+00 .3202E-01 .1826E+00
.1674E+04 .2015E+00 .6666E-02 .1409E+00 .1503E+00 .3194E-01 .1822E+00
.1675E+04 .1995E+00 .6596E-02 .1395E+00 .1488E+00 .3162E-01 .1804E+00
.1676E+04 .1973E+00 .6521E-02 .1379E+00 .1472E+00 .3129E-01 .1785E+00
.1677E+04 .1982E+00 .6536E-02 .1386E+00 .1479E+00 .3143E-01 .1793E+00
.1678E+04 .1954E+00 .6412E-02 .1365E+00 .1457E+00 .3095E-01 .1767E+00
.1679E+04 .1990E+00 .6564E-02 .1391E+00 .1484E+00 .3158E-01 .1800E+00
.1680E+04 .1920E+00 .6321E-02 .1342E+00 .1432E+00 .3047E-01 .1737E+00
.1681E+04 .1819E+00 .5961E-02 .1271E+00 .1357E+00 .2882E-01 .1645E+00
.1682E+04 .1903E+00 .6256E-02 .1330E+00 .1420E+00 .3017E-01 .1721E+00
.1683E+04 .1954E+00 .6413E-02 .1365E+00 .1457E+00 .3095E-01 .1767E+00
.1684E+04 .1849E+00 .5971E-02 .1291E+00 .1379E+00 .2917E-01 .1671E+00
.1685E+04 .1993E+00 .6526E-02 .1393E+00 .1487E+00 .3154E-01 .1802E+00
.1686E+04 .1965E+00 .6426E-02 .1373E+00 .1466E+00 .3108E-01 .1777E+00
.1687E+04 .1915E+00 .6216E-02 .1338E+00 .1428E+00 .3022E-01 .1730E+00
.1688E+04 .1965E+00 .6404E-02 .1373E+00 .1466E+00 .3103E-01 .1776E+00
.1689E+04 .1937E+00 .6303E-02 .1353E+00 .1445E+00 .3057E-01 .1750E+00
.1690E+04 .1918E+00 .6221E-02 .1340E+00 .1430E+00 .3023E-01 .1733E+00
.1691E+04 .1793E+00 .5718E-02 .1251E+00 .1337E+00 .2814E-01 .1619E+00
.1692E+04 .1935E+00 .6251E-02 .1351E+00 .1443E+00 .3045E-01 .1748E+00
.1693E+04 .1977E+00 .6408E-02 .1381E+00 .1475E+00 .3113E-01 .1786E+00
.1694E+04 .1915E+00 .6164E-02 .1337E+00 .1428E+00 .3009E-01 .1729E+00
.1695E+04 .1962E+00 .6338E-02 .1370E+00 .1464E+00 .3085E-01 .1772E+00
.1696E+04 .1957E+00 .6317E-02 .1367E+00 .1460E+00 .3076E-01 .1767E+00
.1697E+04 .1674E+00 .5250E-02 .1168E+00 .1249E+00 .2613E-01 .1510E+00
.1698E+04 .1941E+00 .6243E-02 .1355E+00 .1448E+00 .3046E-01 .1753E+00
.1699E+04 .1922E+00 .6169E-02 .1342E+00 .1434E+00 .3014E-01 .1735E+00
.1700E+04 .1868E+00 .5970E-02 .1304E+00 .1393E+00 .2925E-01 .1686E+00
.1702E+04 .1910E+00 .6112E-02 .1333E+00 .1425E+00 .2986E-01 .1723E+00
.1705E+04 .1850E+00 .5870E-02 .1291E+00 .1380E+00 .2878E-01 .1668E+00
.1710E+04 .1755E+00 .5509E-02 .1224E+00 .1309E+00 .2709E-01 .1580E+00
.1715E+04 .1772E+00 .5526E-02 .1235E+00 .1321E+00 .2716E-01 .1593E+00
.1720E+04 .1749E+00 .5428E-02 .1219E+00 .1304E+00 .2664E-01 .1571E+00
.1725E+04 .1659E+00 .5071E-02 .1156E+00 .1238E+00 .2502E-01 .1488E+00
.1730E+04 .1628E+00 .4948E-02 .1134E+00 .1214E+00 .2435E-01 .1457E+00
.1735E+04 .1508E+00 .4547E-02 .1050E+00 .1125E+00 .2237E-01 .1348E+00
.1740E+04 .1574E+00 .4713E-02 .1096E+00 .1174E+00 .2315E-01 .1406E+00
.1745E+04 .1450E+00 .4288E-02 .1009E+00 .1082E+00 .2103E-01 .1292E+00
.1750E+04 .1548E+00 .4572E-02 .1077E+00 .1155E+00 .2219E-01 .1376E+00
.1755E+04 .1431E+00 .4162E-02 .9946E-01 .1067E+00 .2020E-01 .1269E+00
.1760E+04 .1491E+00 .4327E-02 .1036E+00 .1112E+00 .2079E-01 .1320E+00
.1765E+04 .1241E+00 .3514E-02 .8619E-01 .9259E-01 .1709E-01 .1097E+00
.1770E+04 .1318E+00 .3715E-02 .9150E-01 .9830E-01 .1800E-01 .1163E+00
.1775E+04 .1066E+00 .2920E-02 .7395E-01 .7954E-01 .1436E-01 .9390E-01
.1780E+04 .9317E-01 .2497E-02 .6456E-01 .6950E-01 .1240E-01 .8189E-01
.1785E+04 .7042E-01 .1816E-02 .4872E-01 .5252E-01 .9280E-02 .6180E-01
.1790E+04 .8151E-01 .2114E-02 .5640E-01 .6079E-01 .1075E-01 .7154E-01
.1795E+04 .4209E-01 .9827E-03 .2902E-01 .3140E-01 .5422E-02 .3682E-01
.1800E+04 .2954E-01 .6968E-03 .2038E-01 .2204E-01 .3810E-02 .2585E-01
.1805E+04 .1370E-01 .2749E-03 .9397E-02 .1022E-01 .1705E-02 .1192E-01
.1810E+04 .9029E-02 .1815E-03 .6196E-02 .6735E-02 .1120E-02 .7855E-02
.1815E+04 .3208E-02 .5252E-04 .2189E-02 .2393E-02 .3829E-03 .2776E-02
.1820E+04 .9424E-03 .1332E-04 .6410E-03 .7029E-03 .1096E-03 .8125E-03
.1825E+04 .1304E-02 .1875E-04 .8875E-03 .9729E-03 .1506E-03 .1123E-02
.1830E+04 .5383E-05 .4441E-07 .3630E-05 .4015E-05 .5779E-06 .4593E-05
.1835E+04 .6077E-05 .6133E-07 .4109E-05 .4533E-05 .6577E-06 .5190E-05
.1840E+04 .8169E-07 .5044E-09 .5491E-07 .6093E-07 .8386E-08 .6932E-07
.1845E+04 .6275E-05 .4063E-07 .4220E-05 .4680E-05 .6213E-06 .5302E-05
.1850E+04 .2815E-05 .1708E-07 .1892E-05 .2100E-05 .2663E-06 .2366E-05
.1855E+04 .3092E-06 .1945E-08 .2079E-06 .2307E-06 .2810E-07 .2588E-06
.1860E+04 .1201E-04 .1129E-06 .8113E-05 .8958E-05 .1084E-05 .1004E-04
.1865E+04 .1601E-04 .1359E-06 .1080E-04 .1194E-04 .1304E-05 .1324E-04
.1870E+04 .2819E-09 .8145E-12 .1886E-09 .2103E-09 .1907E-10 .2293E-09
.1875E+04 .4921E-09 .1493E-11 .3293E-09 .3671E-09 .2955E-10 .3966E-09
.1880E+04 .7651E-04 .7828E-06 .5175E-04 .5707E-04 .4573E-05 .6164E-04
.1885E+04 .4937E-04 .4850E-06 .3337E-04 .3682E-04 .2653E-05 .3948E-04
.1890E+04 .2198E-03 .2272E-05 .1487E-03 .1639E-03 .1069E-04 .1746E-03
.1895E+04 .1270E-03 .1341E-05 .8592E-04 .9471E-04 .5492E-05 .1002E-03
.1900E+04 .8965E-06 .6070E-08 .6032E-06 .6687E-06 .3031E-07 .6990E-06
.1905E+04 .5939E-06 .4187E-08 .3998E-06 .4430E-06 .1907E-07 .4620E-06
.1910E+04 .2434E-04 .2062E-06 .1642E-04 .1816E-04 .7678E-06 .1893E-04
.1915E+04 .2123E-04 .2056E-06 .1435E-04 .1584E-04 .6531E-06 .1649E-04
.1920E+04 .4105E-03 .4586E-05 .2780E-03 .3062E-03 .1241E-04 .3186E-03
.1925E+04 .8580E-03 .1105E-04 .5825E-03 .6400E-03 .2731E-04 .6673E-03
.1930E+04 .5372E-03 .6901E-05 .3647E-03 .4007E-03 .1703E-04 .4177E-03
.1935E+04 .3430E-02 .5279E-04 .2337E-02 .2558E-02 .1170E-03 .2675E-02
.1940E+04 .3235E-02 .5376E-04 .2208E-02 .2413E-02 .1140E-03 .2527E-02
.1945E+04 .1034E-01 .1857E-03 .7074E-02 .7714E-02 .3831E-03 .8097E-02
.1950E+04 .1555E-01 .2870E-03 .1064E-01 .1160E-01 .5911E-03 .1219E-01
.1955E+04 .9396E-02 .1555E-03 .6414E-02 .7008E-02 .3438E-03 .7352E-02
.1960E+04 .2091E-01 .3927E-03 .1432E-01 .1560E-01 .8215E-03 .1642E-01
.1965E+04 .2747E-01 .5284E-03 .1882E-01 .2049E-01 .1117E-02 .2160E-01
.1970E+04 .4665E-01 .9545E-03 .3203E-01 .3480E-01 .1997E-02 .3680E-01
.1975E+04 .6389E-01 .1361E-02 .4392E-01 .4766E-01 .2848E-02 .5051E-01
.1980E+04 .7101E-01 .1542E-02 .4884E-01 .5296E-01 .3261E-02 .5623E-01
.1985E+04 .7797E-01 .1710E-02 .5364E-01 .5816E-01 .3663E-02 .6182E-01
.1990E+04 .8084E-01 .1771E-02 .5561E-01 .6030E-01 .3863E-02 .6416E-01
.1995E+04 .7727E-01 .1677E-02 .5314E-01 .5763E-01 .3742E-02 .6138E-01
.2000E+04 .3819E-01 .8096E-03 .2625E-01 .2849E-01 .1862E-02 .3035E-01
.2005E+04 .1565E-01 .2899E-03 .1072E-01 .1168E-01 .7411E-03 .1242E-01
.2010E+04 .4045E-01 .8521E-03 .2780E-01 .3017E-01 .2071E-02 .3224E-01
.2015E+04 .2706E-01 .5383E-03 .1856E-01 .2018E-01 .1388E-02 .2157E-01
.2020E+04 .4465E-01 .9588E-03 .3070E-01 .3330E-01 .2420E-02 .3573E-01
.2025E+04 .7196E-01 .1662E-02 .4959E-01 .5368E-01 .4086E-02 .5776E-01
.2030E+04 .8105E-01 .1912E-02 .5590E-01 .6046E-01 .4718E-02 .6517E-01
.2035E+04 .9237E-01 .2218E-02 .6374E-01 .6890E-01 .5503E-02 .7440E-01
.2040E+04 .8578E-01 .2034E-02 .5917E-01 .6398E-01 .5163E-02 .6914E-01
.2045E+04 .8737E-01 .2068E-02 .6027E-01 .6517E-01 .5355E-02 .7053E-01
.2050E+04 .6666E-01 .1509E-02 .4591E-01 .4972E-01 .4090E-02 .5381E-01
.2055E+04 .5437E-01 .1189E-02 .3741E-01 .4056E-01 .3355E-02 .4391E-01
.2060E+04 .6743E-01 .1528E-02 .4644E-01 .5030E-01 .4292E-02 .5459E-01
.2065E+04 .6083E-01 .1353E-02 .4187E-01 .4538E-01 .3929E-02 .4930E-01
.2070E+04 .6419E-01 .1438E-02 .4419E-01 .4788E-01 .4244E-02 .5212E-01
.2075E+04 .7523E-01 .1727E-02 .5183E-01 .5611E-01 .5118E-02 .6123E-01
.2080E+04 .8356E-01 .1954E-02 .5761E-01 .6233E-01 .5836E-02 .6816E-01
.2085E+04 .8200E-01 .1909E-02 .5653E-01 .6116E-01 .5821E-02 .6699E-01
.2090E+04 .8574E-01 .2006E-02 .5911E-01 .6395E-01 .6205E-02 .7015E-01
.2095E+04 .8612E-01 .2018E-02 .5938E-01 .6424E-01 .6344E-02 .7058E-01
.2100E+04 .8243E-01 .1915E-02 .5682E-01 .6148E-01 .6159E-02 .6764E-01
.2105E+04 .8935E-01 .2093E-02 .6161E-01 .6665E-01 .6802E-02 .7345E-01
.2110E+04 .8592E-01 .1999E-02 .5922E-01 .6408E-01 .6629E-02 .7071E-01
.2115E+04 .8791E-01 .2049E-02 .6060E-01 .6557E-01 .6893E-02 .7246E-01
.2120E+04 .8387E-01 .1939E-02 .5780E-01 .6256E-01 .6661E-02 .6922E-01
.2125E+04 .8487E-01 .1962E-02 .5849E-01 .6331E-01 .6812E-02 .7012E-01
.2130E+04 .8600E-01 .1987E-02 .5927E-01 .6415E-01 .6974E-02 .7112E-01
.2135E+04 .8630E-01 .1990E-02 .5947E-01 .6437E-01 .7067E-02 .7144E-01
.2140E+04 .8704E-01 .2003E-02 .5998E-01 .6492E-01 .7197E-02 .7212E-01
.2145E+04 .8583E-01 .1968E-02 .5914E-01 .6402E-01 .7145E-02 .7117E-01
.2150E+04 .8106E-01 .1837E-02 .5583E-01 .6046E-01 .6776E-02 .6724E-01
.2155E+04 .8124E-01 .1837E-02 .5595E-01 .6060E-01 .6840E-02 .6744E-01
.2160E+04 .8066E-01 .1819E-02 .5554E-01 .6016E-01 .6838E-02 .6700E-01
.2165E+04 .7312E-01 .1639E-02 .5034E-01 .5454E-01 .6220E-02 .6076E-01
.2170E+04 .7861E-01 .1763E-02 .5412E-01 .5863E-01 .6724E-02 .6535E-01
.2175E+04 .7704E-01 .1713E-02 .5303E-01 .5746E-01 .6609E-02 .6407E-01
.2180E+04 .7846E-01 .1747E-02 .5401E-01 .5853E-01 .6769E-02 .6529E-01
.2185E+04 .7127E-01 .1563E-02 .4904E-01 .5316E-01 .6136E-02 .5930E-01
.2190E+04 .7576E-01 .1669E-02 .5213E-01 .5651E-01 .6545E-02 .6306E-01
.2195E+04 .7566E-01 .1659E-02 .5205E-01 .5643E-01 .6541E-02 .6298E-01
.2200E+04 .6836E-01 .1471E-02 .4700E-01 .5099E-01 .5893E-02 .5688E-01
.2205E+04 .7092E-01 .1535E-02 .4877E-01 .5290E-01 .6142E-02 .5904E-01
.2210E+04 .7614E-01 .1659E-02 .5237E-01 .5679E-01 .6628E-02 .6342E-01
.2215E+04 .7313E-01 .1579E-02 .5029E-01 .5455E-01 .6372E-02 .6092E-01
.2220E+04 .7473E-01 .1613E-02 .5139E-01 .5574E-01 .6532E-02 .6227E-01
.2225E+04 .7251E-01 .1554E-02 .4985E-01 .5408E-01 .6306E-02 .6039E-01
.2230E+04 .7295E-01 .1559E-02 .5015E-01 .5441E-01 .6318E-02 .6073E-01
.2235E+04 .7152E-01 .1519E-02 .4916E-01 .5335E-01 .6164E-02 .5951E-01
.2240E+04 .7046E-01 .1489E-02 .4842E-01 .5255E-01 .6045E-02 .5860E-01
.2245E+04 .6832E-01 .1431E-02 .4693E-01 .5096E-01 .5799E-02 .5676E-01
.2250E+04 .6939E-01 .1453E-02 .4767E-01 .5176E-01 .5841E-02 .5760E-01
.2255E+04 .6542E-01 .1352E-02 .4492E-01 .4879E-01 .5442E-02 .5424E-01
.2260E+04 .6473E-01 .1330E-02 .4444E-01 .4828E-01 .5331E-02 .5361E-01
.2265E+04 .6586E-01 .1353E-02 .4522E-01 .4912E-01 .5375E-02 .5450E-01
.2270E+04 .6282E-01 .1274E-02 .4311E-01 .4686E-01 .5062E-02 .5192E-01
.2275E+04 .6203E-01 .1251E-02 .4256E-01 .4626E-01 .4944E-02 .5121E-01
.2280E+04 .6410E-01 .1297E-02 .4399E-01 .4781E-01 .5066E-02 .5288E-01
.2285E+04 .6112E-01 .1221E-02 .4193E-01 .4559E-01 .4757E-02 .5035E-01
.2290E+04 .6125E-01 .1218E-02 .4202E-01 .4569E-01 .4705E-02 .5039E-01
.2295E+04 .5937E-01 .1173E-02 .4072E-01 .4428E-01 .4499E-02 .4878E-01
.2300E+04 .5705E-01 .1113E-02 .3911E-01 .4255E-01 .4255E-02 .4681E-01
.2305E+04 .5735E-01 .1115E-02 .3932E-01 .4278E-01 .4207E-02 .4699E-01
.2310E+04 .6164E-01 .1209E-02 .4227E-01 .4598E-01 .4460E-02 .5044E-01
.2315E+04 .5630E-01 .1083E-02 .3858E-01 .4199E-01 .3987E-02 .4598E-01
.2320E+04 .5036E-01 .9495E-03 .3449E-01 .3756E-01 .3487E-02 .4105E-01
.2325E+04 .5402E-01 .1031E-02 .3701E-01 .4029E-01 .3701E-02 .4399E-01
.2330E+04 .5489E-01 .1039E-02 .3760E-01 .4094E-01 .3700E-02 .4464E-01
.2335E+04 .5602E-01 .1060E-02 .3837E-01 .4179E-01 .3722E-02 .4551E-01
.2340E+04 .4399E-01 .8029E-03 .3011E-01 .3281E-01 .2850E-02 .3566E-01
.2345E+04 .4976E-01 .9161E-03 .3406E-01 .3711E-01 .3200E-02 .4031E-01
.2350E+04 .3987E-01 .7160E-03 .2727E-01 .2974E-01 .2519E-02 .3226E-01
.2355E+04 .4592E-01 .8321E-03 .3142E-01 .3425E-01 .2880E-02 .3713E-01
.2360E+04 .4858E-01 .8820E-03 .3324E-01 .3624E-01 .3017E-02 .3925E-01
.2365E+04 .4736E-01 .8570E-03 .3241E-01 .3533E-01 .2889E-02 .3822E-01
.2370E+04 .2943E-01 .4962E-03 .2010E-01 .2195E-01 .1727E-02 .2368E-01
.2375E+04 .4242E-01 .7476E-03 .2900E-01 .3164E-01 .2479E-02 .3412E-01
.2380E+04 .4089E-01 .7161E-03 .2795E-01 .3050E-01 .2343E-02 .3284E-01
.2385E+04 .2924E-01 .4927E-03 .1997E-01 .2181E-01 .1631E-02 .2344E-01
.2390E+04 .3533E-01 .6039E-03 .2414E-01 .2635E-01 .1949E-02 .2830E-01
.2395E+04 .3873E-01 .6630E-03 .2646E-01 .2889E-01 .2103E-02 .3099E-01
.2400E+04 .4208E-01 .7222E-03 .2875E-01 .3139E-01 .2251E-02 .3364E-01
.2405E+04 .3199E-01 .5347E-03 .2184E-01 .2386E-01 .1668E-02 .2553E-01
.2410E+04 .3206E-01 .5310E-03 .2188E-01 .2391E-01 .1637E-02 .2555E-01
.2415E+04 .2594E-01 .4185E-03 .1770E-01 .1935E-01 .1290E-02 .2064E-01
.2420E+04 .2534E-01 .4086E-03 .1729E-01 .1890E-01 .1237E-02 .2014E-01
.2425E+04 .3162E-01 .5139E-03 .2158E-01 .2359E-01 .1523E-02 .2511E-01
.2430E+04 .4289E-01 .7099E-03 .2928E-01 .3199E-01 .2046E-02 .3404E-01
.2435E+04 .1419E-01 .2146E-03 .9668E-02 .1059E-01 .6459E-03 .1123E-01
.2440E+04 .4148E-01 .6799E-03 .2831E-01 .3094E-01 .1909E-02 .3285E-01
.2445E+04 .1991E-01 .3043E-03 .1357E-01 .1485E-01 .8722E-03 .1572E-01
.2450E+04 .1297E-01 .1897E-03 .8828E-02 .9673E-02 .5453E-03 .1022E-01
.2455E+04 .2369E-01 .3639E-03 .1614E-01 .1767E-01 .9873E-03 .1866E-01
.2460E+04 .3192E-01 .4946E-03 .2175E-01 .2381E-01 .1299E-02 .2511E-01
.2465E+04 .2291E-01 .3414E-03 .1560E-01 .1709E-01 .9068E-03 .1799E-01
.2470E+04 .1566E-01 .2214E-03 .1065E-01 .1168E-01 .5997E-03 .1228E-01
.2475E+04 .1552E-01 .2169E-03 .1056E-01 .1158E-01 .5837E-03 .1216E-01
.2480E+04 .7469E-02 .9902E-04 .5074E-02 .5571E-02 .2716E-03 .5842E-02
.2485E+04 .5404E-02 .6684E-04 .3666E-02 .4031E-02 .1917E-03 .4222E-02
.2490E+04 .3219E-02 .3649E-04 .2180E-02 .2401E-02 .1108E-03 .2512E-02
