Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance
.8150E+03 .3238E+00 .5823E-01 .1215E+00 .3176E+00 .1592E+00 .4768E+00
.8160E+03 .2964E+00 .5396E-01 .1119E+00 .2907E+00 .1472E+00 .4379E+00
.8170E+03 .3060E+00 .5539E-01 .1152E+00 .3001E+00 .1513E+00 .4513E+00
.8180E+03 .2871E+00 .5314E-01 .1092E+00 .2816E+00 .1446E+00 .4262E+00
.8190E+03 .3497E+00 .5969E-01 .1280E+00 .3429E+00 .1648E+00 .5077E+00
.8200E+03 .3225E+00 .5629E-01 .1193E+00 .3163E+00 .1548E+00 .4711E+00
.8210E+03 .4262E+00 .6684E-01 .1501E+00 .4179E+00 .1876E+00 .6056E+00
.8220E+03 .3978E+00 .6338E-01 .1411E+00 .3902E+00 .1774E+00 .5676E+00
.8230E+03 .2068E+00 .4218E-01 .8259E-01 .2029E+00 .1130E+00 .3158E+00
.8240E+03 .3698E+00 .6154E-01 .1338E+00 .3627E+00 .1708E+00 .5335E+00
.8250E+03 .4178E+00 .6473E-01 .1463E+00 .4097E+00 .1823E+00 .5920E+00
.8260E+03 .3845E+00 .6181E-01 .1369E+00 .3771E+00 .1728E+00 .5499E+00
.8270E+03 .4236E+00 .6563E-01 .1484E+00 .4154E+00 .1849E+00 .6003E+00
.8280E+03 .3139E+00 .5497E-01 .1163E+00 .3079E+00 .1512E+00 .4591E+00
.8290E+03 .3877E+00 .6138E-01 .1371E+00 .3803E+00 .1722E+00 .5525E+00
.8300E+03 .3786E+00 .6020E-01 .1342E+00 .3713E+00 .1688E+00 .5400E+00
.8310E+03 .3816E+00 .6070E-01 .1353E+00 .3742E+00 .1702E+00 .5444E+00
.8320E+03 .3602E+00 .5833E-01 .1287E+00 .3532E+00 .1630E+00 .5162E+00
.8330E+03 .4093E+00 .6319E-01 .1432E+00 .4014E+00 .1783E+00 .5796E+00
.8340E+03 .3853E+00 .6102E-01 .1363E+00 .3779E+00 .1713E+00 .5492E+00
.8350E+03 .4562E+00 .6678E-01 .1559E+00 .4474E+00 .1906E+00 .6379E+00
.8360E+03 .4105E+00 .6369E-01 .1439E+00 .4026E+00 .1796E+00 .5821E+00
.8370E+03 .4595E+00 .6701E-01 .1568E+00 .4507E+00 .1914E+00 .6421E+00
.8380E+03 .4406E+00 .6583E-01 .1519E+00 .4321E+00 .1871E+00 .6192E+00
.8390E+03 .4562E+00 .6632E-01 .1555E+00 .4474E+00 .1896E+00 .6371E+00
.8400E+03 .4673E+00 .6727E-01 .1586E+00 .4583E+00 .1928E+00 .6511E+00
.8410E+03 .4588E+00 .6659E-01 .1562E+00 .4499E+00 .1905E+00 .6405E+00
.8420E+03 .4636E+00 .6588E-01 .1565E+00 .4546E+00 .1894E+00 .6440E+00
.8430E+03 .4792E+00 .6660E-01 .1602E+00 .4699E+00 .1924E+00 .6624E+00
.8440E+03 .4650E+00 .6506E-01 .1559E+00 .4561E+00 .1878E+00 .6438E+00
.8450E+03 .4874E+00 .6714E-01 .1624E+00 .4780E+00 .1945E+00 .6724E+00
.8460E+03 .4912E+00 .6721E-01 .1632E+00 .4818E+00 .1950E+00 .6768E+00
.8470E+03 .4820E+00 .6537E-01 .1595E+00 .4727E+00 .1901E+00 .6628E+00
.8480E+03 .4780E+00 .6513E-01 .1585E+00 .4687E+00 .1892E+00 .6580E+00
.8490E+03 .4756E+00 .6457E-01 .1575E+00 .4665E+00 .1878E+00 .6542E+00
.8500E+03 .4321E+00 .5840E-01 .1428E+00 .4238E+00 .1701E+00 .5938E+00
.8510E+03 .4668E+00 .6340E-01 .1546E+00 .4578E+00 .1844E+00 .6423E+00
.8520E+03 .4674E+00 .6295E-01 .1543E+00 .4584E+00 .1835E+00 .6419E+00
.8530E+03 .4700E+00 .6264E-01 .1545E+00 .4609E+00 .1831E+00 .6440E+00
.8540E+03 .4114E+00 .5508E-01 .1355E+00 .4035E+00 .1609E+00 .5643E+00
.8550E+03 .4470E+00 .5915E-01 .1465E+00 .4384E+00 .1732E+00 .6116E+00
.8560E+03 .4749E+00 .6292E-01 .1557E+00 .4657E+00 .1843E+00 .6500E+00
.8570E+03 .4879E+00 .6413E-01 .1595E+00 .4785E+00 .1882E+00 .6667E+00
.8580E+03 .4870E+00 .6404E-01 .1592E+00 .4776E+00 .1880E+00 .6656E+00
.8590E+03 .4898E+00 .6402E-01 .1597E+00 .4804E+00 .1882E+00 .6686E+00
.8600E+03 .4902E+00 .6377E-01 .1596E+00 .4808E+00 .1877E+00 .6685E+00
.8610E+03 .4896E+00 .6362E-01 .1593E+00 .4802E+00 .1874E+00 .6675E+00
.8620E+03 .4949E+00 .6409E-01 .1608E+00 .4853E+00 .1889E+00 .6742E+00
.8630E+03 .4984E+00 .6443E-01 .1618E+00 .4888E+00 .1900E+00 .6789E+00
.8640E+03 .4886E+00 .6300E-01 .1585E+00 .4792E+00 .1860E+00 .6651E+00
.8650E+03 .4817E+00 .6192E-01 .1560E+00 .4724E+00 .1829E+00 .6553E+00
.8660E+03 .4251E+00 .5453E-01 .1376E+00 .4169E+00 .1612E+00 .5781E+00
.8670E+03 .4591E+00 .5873E-01 .1484E+00 .4502E+00 .1737E+00 .6240E+00
.8680E+03 .4817E+00 .6147E-01 .1556E+00 .4724E+00 .1820E+00 .6544E+00
.8690E+03 .4776E+00 .6078E-01 .1541E+00 .4684E+00 .1801E+00 .6485E+00
.8700E+03 .4874E+00 .6186E-01 .1571E+00 .4780E+00 .1834E+00 .6614E+00
.8710E+03 .4810E+00 .6090E-01 .1549E+00 .4717E+00 .1807E+00 .6524E+00
.8720E+03 .4884E+00 .6165E-01 .1571E+00 .4790E+00 .1831E+00 .6621E+00
.8730E+03 .4842E+00 .6095E-01 .1555E+00 .4748E+00 .1812E+00 .6560E+00
.8740E+03 .4763E+00 .5980E-01 .1529E+00 .4671E+00 .1779E+00 .6450E+00
.8750E+03 .4698E+00 .5885E-01 .1506E+00 .4607E+00 .1752E+00 .6359E+00
.8760E+03 .4831E+00 .6039E-01 .1548E+00 .4738E+00 .1799E+00 .6537E+00
.8770E+03 .4858E+00 .6052E-01 .1554E+00 .4764E+00 .1805E+00 .6569E+00
.8780E+03 .4835E+00 .6016E-01 .1546E+00 .4742E+00 .1795E+00 .6536E+00
.8790E+03 .4762E+00 .5907E-01 .1521E+00 .4671E+00 .1764E+00 .6434E+00
.8800E+03 .4784E+00 .5917E-01 .1526E+00 .4692E+00 .1768E+00 .6461E+00
.8810E+03 .4607E+00 .5705E-01 .1471E+00 .4518E+00 .1705E+00 .6223E+00
.8820E+03 .4722E+00 .5842E-01 .1507E+00 .4631E+00 .1746E+00 .6377E+00
.8830E+03 .4738E+00 .5818E-01 .1507E+00 .4646E+00 .1742E+00 .6389E+00
.8840E+03 .4752E+00 .5830E-01 .1511E+00 .4660E+00 .1747E+00 .6407E+00
.8850E+03 .4813E+00 .5889E-01 .1529E+00 .4720E+00 .1766E+00 .6486E+00
.8860E+03 .4547E+00 .5629E-01 .1451E+00 .4459E+00 .1683E+00 .6142E+00
.8870E+03 .4633E+00 .5655E-01 .1471E+00 .4544E+00 .1697E+00 .6241E+00
.8880E+03 .4662E+00 .5706E-01 .1481E+00 .4572E+00 .1711E+00 .6283E+00
.8890E+03 .4800E+00 .5792E-01 .1517E+00 .4708E+00 .1744E+00 .6452E+00
.8900E+03 .4657E+00 .5695E-01 .1479E+00 .4567E+00 .1709E+00 .6276E+00
.8910E+03 .4718E+00 .5710E-01 .1493E+00 .4627E+00 .1718E+00 .6345E+00
.8920E+03 .4521E+00 .5569E-01 .1440E+00 .4434E+00 .1669E+00 .6102E+00
.8930E+03 .4252E+00 .5314E-01 .1362E+00 .4170E+00 .1587E+00 .5757E+00
.8940E+03 .3891E+00 .5092E-01 .1269E+00 .3816E+00 .1504E+00 .5320E+00
.8950E+03 .3443E+00 .4786E-01 .1151E+00 .3377E+00 .1394E+00 .4771E+00
.8960E+03 .3161E+00 .4445E-01 .1062E+00 .3100E+00 .1291E+00 .4391E+00
.8970E+03 .2477E+00 .3788E-01 .8628E-01 .2430E+00 .1081E+00 .3511E+00
.8980E+03 .2813E+00 .4140E-01 .9636E-01 .2759E+00 .1191E+00 .3950E+00
.8990E+03 .1868E+00 .3073E-01 .6723E-01 .1832E+00 .8642E-01 .2696E+00
.9000E+03 .3121E+00 .4332E-01 .1043E+00 .3061E+00 .1263E+00 .4324E+00
.9010E+03 .2019E+00 .3335E-01 .7280E-01 .1980E+00 .9372E-01 .2917E+00
.9020E+03 .2660E+00 .3864E-01 .9061E-01 .2609E+00 .1115E+00 .3724E+00
.9030E+03 .2610E+00 .3944E-01 .9044E-01 .2560E+00 .1129E+00 .3689E+00
.9040E+03 .3900E+00 .4994E-01 .1261E+00 .3825E+00 .1484E+00 .5309E+00
.9050E+03 .3688E+00 .4796E-01 .1200E+00 .3617E+00 .1420E+00 .5038E+00
.9060E+03 .3418E+00 .4522E-01 .1120E+00 .3352E+00 .1334E+00 .4686E+00
.9070E+03 .2345E+00 .3611E-01 .8193E-01 .2300E+00 .1030E+00 .3330E+00
.9080E+03 .2487E+00 .3683E-01 .8541E-01 .2439E+00 .1059E+00 .3498E+00
.9090E+03 .2844E+00 .4025E-01 .9581E-01 .2789E+00 .1169E+00 .3958E+00
.9100E+03 .2196E+00 .3465E-01 .7756E-01 .2154E+00 .9835E-01 .3138E+00
.9110E+03 .2636E+00 .3753E-01 .8904E-01 .2585E+00 .1089E+00 .3675E+00
.9120E+03 .2707E+00 .3898E-01 .9188E-01 .2655E+00 .1128E+00 .3784E+00
.9130E+03 .2189E+00 .3454E-01 .7731E-01 .2147E+00 .9807E-01 .3128E+00
.9140E+03 .2260E+00 .3463E-01 .7877E-01 .2216E+00 .9892E-01 .3205E+00
.9150E+03 .2381E+00 .3729E-01 .8382E-01 .2335E+00 .1061E+00 .3396E+00
.9160E+03 .2011E+00 .3150E-01 .7080E-01 .1972E+00 .8960E-01 .2869E+00
.9170E+03 .2863E+00 .4092E-01 .9686E-01 .2808E+00 .1187E+00 .3995E+00
.9180E+03 .2026E+00 .3219E-01 .7177E-01 .1987E+00 .9129E-01 .2900E+00
.9190E+03 .3033E+00 .4160E-01 .1009E+00 .2975E+00 .1218E+00 .4193E+00
.9200E+03 .3352E+00 .4236E-01 .1079E+00 .3288E+00 .1265E+00 .4552E+00
.9210E+03 .3492E+00 .4462E-01 .1128E+00 .3424E+00 .1328E+00 .4753E+00
.9220E+03 .2874E+00 .3908E-01 .9523E-01 .2818E+00 .1147E+00 .3965E+00
.9230E+03 .3382E+00 .4253E-01 .1086E+00 .3316E+00 .1271E+00 .4587E+00
.9240E+03 .2867E+00 .4006E-01 .9607E-01 .2812E+00 .1168E+00 .3979E+00
.9250E+03 .2860E+00 .3949E-01 .9536E-01 .2805E+00 .1154E+00 .3959E+00
.9260E+03 .2764E+00 .3888E-01 .9287E-01 .2710E+00 .1131E+00 .3842E+00
.9270E+03 .3333E+00 .4419E-01 .1093E+00 .3269E+00 .1303E+00 .4572E+00
.9280E+03 .1783E+00 .3081E-01 .6565E-01 .1749E+00 .8589E-01 .2608E+00
.9290E+03 .1489E+00 .2805E-01 .5715E-01 .1461E+00 .7696E-01 .2230E+00
.9300E+03 .9310E-01 .2162E-01 .3980E-01 .9130E-01 .5732E-01 .1486E+00
.9310E+03 .8646E-01 .2055E-01 .3745E-01 .8480E-01 .5431E-01 .1391E+00
.9320E+03 .4387E-01 .1453E-01 .2310E-01 .4302E-01 .3680E-01 .7982E-01
.9330E+03 .2982E-01 .1177E-01 .1759E-01 .2924E-01 .2928E-01 .5853E-01
.9340E+03 .6885E-02 .6409E-02 .7754E-02 .6752E-02 .1509E-01 .2184E-01
.9350E+03 .3628E-01 .1234E-01 .1943E-01 .3558E-01 .3117E-01 .6675E-01
.9360E+03 .1468E-01 .7541E-02 .1041E-01 .1440E-01 .1835E-01 .3275E-01
.9370E+03 .1552E-01 .7726E-02 .1076E-01 .1522E-01 .1885E-01 .3407E-01
.9380E+03 .2159E-01 .9570E-02 .1379E-01 .2117E-01 .2356E-01 .4474E-01
.9390E+03 .8707E-01 .2008E-01 .3709E-01 .8540E-01 .5325E-01 .1386E+00
.9400E+03 .1199E+00 .2402E-01 .4743E-01 .1175E+00 .6514E-01 .1827E+00
.9410E+03 .7298E-01 .1831E-01 .3256E-01 .7158E-01 .4795E-01 .1195E+00
.9420E+03 .8829E-01 .2025E-01 .3750E-01 .8659E-01 .5372E-01 .1403E+00
.9430E+03 .4849E-01 .1379E-01 .2326E-01 .4756E-01 .3551E-01 .8306E-01
.9440E+03 .6497E-01 .1449E-01 .2718E-01 .6372E-01 .3858E-01 .1023E+00
.9450E+03 .7689E-01 .1805E-01 .3307E-01 .7541E-01 .4769E-01 .1231E+00
.9460E+03 .2347E-01 .9108E-02 .1369E-01 .2302E-01 .2266E-01 .4568E-01
.9470E+03 .7164E-01 .1790E-01 .3189E-01 .7026E-01 .4683E-01 .1171E+00
.9480E+03 .5350E-01 .1338E-01 .2383E-01 .5247E-01 .3501E-01 .8748E-01
.9490E+03 .1180E+00 .2448E-01 .4754E-01 .1157E+00 .6586E-01 .1816E+00
.9500E+03 .1340E-01 .6664E-02 .9282E-02 .1314E-01 .1622E-01 .2937E-01
.9510E+03 .1155E+00 .2398E-01 .4654E-01 .1132E+00 .6446E-01 .1777E+00
.9520E+03 .4303E-01 .1266E-01 .2107E-01 .4220E-01 .3241E-01 .7461E-01
.9530E+03 .6785E-01 .1648E-01 .2973E-01 .6654E-01 .4323E-01 .1098E+00
.9540E+03 .1002E+00 .2075E-01 .4032E-01 .9823E-01 .5575E-01 .1540E+00
.9550E+03 .7153E-01 .1655E-01 .3052E-01 .7015E-01 .4370E-01 .1139E+00
.9560E+03 .9133E-01 .1592E-01 .3377E-01 .8957E-01 .4407E-01 .1336E+00
.9570E+03 .4187E-01 .1243E-01 .2061E-01 .4106E-01 .3173E-01 .7279E-01
.9580E+03 .1453E+00 .2324E-01 .5163E-01 .1425E+00 .6535E-01 .2079E+00
.9590E+03 .9121E-01 .1812E-01 .3594E-01 .8946E-01 .4895E-01 .1384E+00
.9600E+03 .1020E+00 .2024E-01 .4015E-01 .9999E-01 .5466E-01 .1547E+00
.9610E+03 .1343E+00 .2284E-01 .4908E-01 .1317E+00 .6341E-01 .1951E+00
.9620E+03 .1293E+00 .2182E-01 .4709E-01 .1268E+00 .6068E-01 .1875E+00
.9630E+03 .1683E+00 .2541E-01 .5828E-01 .1650E+00 .7223E-01 .2372E+00
.9640E+03 .1472E+00 .2282E-01 .5158E-01 .1443E+00 .6452E-01 .2089E+00
.9650E+03 .1642E+00 .2524E-01 .5732E-01 .1611E+00 .7147E-01 .2325E+00
.9660E+03 .1645E+00 .2507E-01 .5720E-01 .1613E+00 .7112E-01 .2324E+00
.9670E+03 .1601E+00 .2492E-01 .5621E-01 .1571E+00 .7040E-01 .2275E+00
.9680E+03 .3023E+00 .3450E-01 .9357E-01 .2965E+00 .1047E+00 .4012E+00
.9690E+03 .2979E+00 .3591E-01 .9412E-01 .2922E+00 .1074E+00 .3996E+00
.9700E+03 .2704E+00 .3293E-01 .8575E-01 .2651E+00 .9825E-01 .3634E+00
.9710E+03 .3482E+00 .3807E-01 .1061E+00 .3415E+00 .1168E+00 .4582E+00
.9720E+03 .3259E+00 .3644E-01 .1001E+00 .3196E+00 .1111E+00 .4307E+00
.9730E+03 .2415E+00 .3094E-01 .7812E-01 .2368E+00 .9117E-01 .3280E+00
.9740E+03 .2295E+00 .2921E-01 .7405E-01 .2251E+00 .8621E-01 .3113E+00
.9750E+03 .2482E+00 .3039E-01 .7889E-01 .2435E+00 .9053E-01 .3340E+00
.9760E+03 .2143E+00 .2882E-01 .7070E-01 .2102E+00 .8395E-01 .2942E+00
.9770E+03 .2926E+00 .3312E-01 .9028E-01 .2869E+00 .1006E+00 .3876E+00
.9780E+03 .2589E+00 .3141E-01 .8200E-01 .2540E+00 .9376E-01 .3477E+00
.9790E+03 .2797E+00 .3287E-01 .8752E-01 .2743E+00 .9887E-01 .3732E+00
.9800E+03 .2601E+00 .3083E-01 .8165E-01 .2551E+00 .9253E-01 .3476E+00
.9810E+03 .3516E+00 .3748E-01 .1062E+00 .3449E+00 .1157E+00 .4606E+00
.9820E+03 .3246E+00 .3588E-01 .9930E-01 .3184E+00 .1097E+00 .4281E+00
.9830E+03 .3041E+00 .3429E-01 .9371E-01 .2982E+00 .1043E+00 .4026E+00
.9840E+03 .3873E+00 .3905E-01 .1147E+00 .3798E+00 .1225E+00 .5023E+00
.9850E+03 .3202E+00 .3543E-01 .9800E-01 .3141E+00 .1084E+00 .4224E+00
.9860E+03 .4103E+00 .3996E-01 .1201E+00 .4024E+00 .1266E+00 .5290E+00
.9870E+03 .3916E+00 .3898E-01 .1155E+00 .3840E+00 .1228E+00 .5068E+00
.9880E+03 .3914E+00 .3868E-01 .1152E+00 .3839E+00 .1221E+00 .5060E+00
.9890E+03 .4214E+00 .3987E-01 .1222E+00 .4133E+00 .1275E+00 .5408E+00
.9900E+03 .3892E+00 .3841E-01 .1144E+00 .3817E+00 .1214E+00 .5030E+00
.9910E+03 .4228E+00 .3985E-01 .1225E+00 .4147E+00 .1277E+00 .5423E+00
.9920E+03 .4236E+00 .3972E-01 .1225E+00 .4154E+00 .1275E+00 .5429E+00
.9930E+03 .4018E+00 .3866E-01 .1172E+00 .3941E+00 .1232E+00 .5172E+00
.9940E+03 .4282E+00 .3984E-01 .1235E+00 .4200E+00 .1282E+00 .5482E+00
.9950E+03 .4301E+00 .3973E-01 .1238E+00 .4218E+00 .1282E+00 .5500E+00
.9960E+03 .4257E+00 .3948E-01 .1227E+00 .4175E+00 .1273E+00 .5448E+00
.9970E+03 .4223E+00 .3900E-01 .1215E+00 .4142E+00 .1259E+00 .5401E+00
.9980E+03 .4211E+00 .3889E-01 .1212E+00 .4130E+00 .1256E+00 .5386E+00
.9990E+03 .4221E+00 .3884E-01 .1213E+00 .4139E+00 .1256E+00 .5395E+00
.1000E+04 .4160E+00 .3854E-01 .1198E+00 .4080E+00 .1244E+00 .5324E+00
.1001E+04 .4266E+00 .3905E-01 .1224E+00 .4184E+00 .1265E+00 .5449E+00
.1002E+04 .3986E+00 .3780E-01 .1157E+00 .3909E+00 .1212E+00 .5121E+00
.1003E+04 .4205E+00 .3841E-01 .1206E+00 .4124E+00 .1246E+00 .5370E+00
.1004E+04 .4093E+00 .3769E-01 .1177E+00 .4014E+00 .1220E+00 .5235E+00
.1005E+04 .3929E+00 .3560E-01 .1124E+00 .3853E+00 .1159E+00 .5012E+00
.1006E+04 .4079E+00 .3709E-01 .1168E+00 .4000E+00 .1206E+00 .5206E+00
.1007E+04 .4183E+00 .3786E-01 .1196E+00 .4102E+00 .1233E+00 .5336E+00
.1008E+04 .4150E+00 .3771E-01 .1188E+00 .4070E+00 .1227E+00 .5297E+00
.1009E+04 .4076E+00 .3722E-01 .1169E+00 .3997E+00 .1210E+00 .5208E+00
.1010E+04 .4058E+00 .3711E-01 .1164E+00 .3979E+00 .1206E+00 .5186E+00
.1011E+04 .4174E+00 .3742E-01 .1190E+00 .4093E+00 .1224E+00 .5318E+00
.1012E+04 .4121E+00 .3710E-01 .1176E+00 .4041E+00 .1213E+00 .5254E+00
.1013E+04 .4163E+00 .3707E-01 .1184E+00 .4082E+00 .1216E+00 .5299E+00
.1014E+04 .4183E+00 .3718E-01 .1189E+00 .4103E+00 .1221E+00 .5323E+00
.1015E+04 .4109E+00 .3648E-01 .1168E+00 .4030E+00 .1199E+00 .5228E+00
.1016E+04 .4126E+00 .3658E-01 .1172E+00 .4047E+00 .1203E+00 .5250E+00
.1017E+04 .4075E+00 .3611E-01 .1157E+00 .3997E+00 .1188E+00 .5185E+00
.1018E+04 .4166E+00 .3667E-01 .1181E+00 .4086E+00 .1209E+00 .5295E+00
.1019E+04 .3948E+00 .3518E-01 .1123E+00 .3872E+00 .1156E+00 .5028E+00
.1020E+04 .4073E+00 .3577E-01 .1153E+00 .3994E+00 .1181E+00 .5176E+00
.1021E+04 .4106E+00 .3589E-01 .1161E+00 .4027E+00 .1187E+00 .5214E+00
.1022E+04 .4011E+00 .3518E-01 .1136E+00 .3934E+00 .1163E+00 .5097E+00
.1023E+04 .4043E+00 .3540E-01 .1144E+00 .3965E+00 .1171E+00 .5137E+00
.1024E+04 .3946E+00 .3498E-01 .1121E+00 .3870E+00 .1154E+00 .5023E+00
.1025E+04 .4088E+00 .3547E-01 .1153E+00 .4009E+00 .1178E+00 .5187E+00
.1026E+04 .4065E+00 .3533E-01 .1147E+00 .3986E+00 .1173E+00 .5159E+00
.1027E+04 .4054E+00 .3512E-01 .1143E+00 .3976E+00 .1168E+00 .5144E+00
.1028E+04 .4056E+00 .3511E-01 .1143E+00 .3978E+00 .1168E+00 .5146E+00
.1029E+04 .4006E+00 .3466E-01 .1129E+00 .3929E+00 .1154E+00 .5083E+00
.1030E+04 .4062E+00 .3488E-01 .1143E+00 .3984E+00 .1164E+00 .5149E+00
.1031E+04 .4037E+00 .3466E-01 .1135E+00 .3959E+00 .1157E+00 .5116E+00
.1032E+04 .4052E+00 .3465E-01 .1138E+00 .3974E+00 .1159E+00 .5133E+00
.1033E+04 .3985E+00 .3402E-01 .1119E+00 .3908E+00 .1139E+00 .5047E+00
.1034E+04 .4015E+00 .3418E-01 .1126E+00 .3938E+00 .1146E+00 .5084E+00
.1035E+04 .4032E+00 .3425E-01 .1130E+00 .3954E+00 .1149E+00 .5103E+00
.1036E+04 .4024E+00 .3417E-01 .1128E+00 .3946E+00 .1147E+00 .5094E+00
.1037E+04 .3986E+00 .3377E-01 .1117E+00 .3909E+00 .1135E+00 .5044E+00
.1038E+04 .3970E+00 .3357E-01 .1111E+00 .3894E+00 .1129E+00 .5023E+00
.1039E+04 .3996E+00 .3374E-01 .1118E+00 .3919E+00 .1136E+00 .5055E+00
.1040E+04 .3970E+00 .3347E-01 .1110E+00 .3894E+00 .1128E+00 .5022E+00
.1041E+04 .3968E+00 .3342E-01 .1109E+00 .3892E+00 .1127E+00 .5019E+00
.1042E+04 .3973E+00 .3338E-01 .1110E+00 .3897E+00 .1127E+00 .5023E+00
.1043E+04 .3933E+00 .3300E-01 .1098E+00 .3857E+00 .1115E+00 .4972E+00
.1044E+04 .3951E+00 .3310E-01 .1103E+00 .3875E+00 .1119E+00 .4993E+00
.1045E+04 .3928E+00 .3285E-01 .1096E+00 .3852E+00 .1111E+00 .4963E+00
.1046E+04 .3824E+00 .3194E-01 .1066E+00 .3750E+00 .1081E+00 .4832E+00
.1047E+04 .3880E+00 .3238E-01 .1082E+00 .3806E+00 .1097E+00 .4902E+00
.1048E+04 .3913E+00 .3262E-01 .1091E+00 .3837E+00 .1106E+00 .4943E+00
.1049E+04 .3882E+00 .3237E-01 .1082E+00 .3807E+00 .1098E+00 .4905E+00
.1050E+04 .3852E+00 .3211E-01 .1074E+00 .3778E+00 .1089E+00 .4867E+00
.1051E+04 .3858E+00 .3210E-01 .1075E+00 .3783E+00 .1090E+00 .4873E+00
.1052E+04 .3828E+00 .3185E-01 .1066E+00 .3755E+00 .1082E+00 .4836E+00
.1053E+04 .3813E+00 .3170E-01 .1062E+00 .3739E+00 .1077E+00 .4817E+00
.1054E+04 .3794E+00 .3152E-01 .1056E+00 .3721E+00 .1071E+00 .4792E+00
.1055E+04 .3799E+00 .3156E-01 .1058E+00 .3726E+00 .1073E+00 .4799E+00
.1056E+04 .3780E+00 .3141E-01 .1053E+00 .3707E+00 .1068E+00 .4775E+00
.1057E+04 .3766E+00 .3128E-01 .1049E+00 .3693E+00 .1064E+00 .4758E+00
.1058E+04 .3721E+00 .3091E-01 .1036E+00 .3650E+00 .1052E+00 .4702E+00
.1059E+04 .3600E+00 .2992E-01 .1003E+00 .3531E+00 .1018E+00 .4549E+00
.1060E+04 .3697E+00 .3071E-01 .1029E+00 .3626E+00 .1046E+00 .4672E+00
.1061E+04 .3608E+00 .2996E-01 .1005E+00 .3539E+00 .1020E+00 .4559E+00
.1062E+04 .3666E+00 .3045E-01 .1021E+00 .3596E+00 .1037E+00 .4632E+00
.1063E+04 .3601E+00 .2989E-01 .1002E+00 .3531E+00 .1018E+00 .4549E+00
.1064E+04 .3663E+00 .3032E-01 .1019E+00 .3593E+00 .1033E+00 .4626E+00
.1065E+04 .3622E+00 .3009E-01 .1009E+00 .3552E+00 .1024E+00 .4577E+00
.1066E+04 .3578E+00 .2951E-01 .9942E-01 .3509E+00 .1007E+00 .4516E+00
.1067E+04 .3591E+00 .2960E-01 .9975E-01 .3522E+00 .1010E+00 .4532E+00
.1068E+04 .3569E+00 .2948E-01 .9920E-01 .3500E+00 .1005E+00 .4505E+00
.1069E+04 .3393E+00 .2787E-01 .9417E-01 .3328E+00 .9523E-01 .4280E+00
.1070E+04 .3482E+00 .2865E-01 .9668E-01 .3415E+00 .9784E-01 .4393E+00
.1071E+04 .3616E+00 .2928E-01 .9994E-01 .3547E+00 .1005E+00 .4552E+00
.1072E+04 .3559E+00 .2908E-01 .9862E-01 .3491E+00 .9954E-01 .4486E+00
.1073E+04 .3503E+00 .2850E-01 .9693E-01 .3435E+00 .9768E-01 .4412E+00
.1074E+04 .3683E+00 .2942E-01 .1014E+00 .3612E+00 .1015E+00 .4626E+00
.1075E+04 .3355E+00 .2769E-01 .9324E-01 .3291E+00 .9444E-01 .4235E+00
.1076E+04 .3633E+00 .2897E-01 .9995E-01 .3563E+00 .9997E-01 .4563E+00
.1077E+04 .3489E+00 .2826E-01 .9643E-01 .3422E+00 .9700E-01 .4392E+00
.1078E+04 .3433E+00 .2809E-01 .9515E-01 .3366E+00 .9607E-01 .4327E+00
.1079E+04 .3613E+00 .2841E-01 .9899E-01 .3543E+00 .9849E-01 .4528E+00
.1080E+04 .3439E+00 .2775E-01 .9495E-01 .3373E+00 .9537E-01 .4327E+00
.1081E+04 .3266E+00 .2683E-01 .9064E-01 .3203E+00 .9163E-01 .4120E+00
.1082E+04 .3456E+00 .2743E-01 .9495E-01 .3389E+00 .9478E-01 .4337E+00
.1083E+04 .3556E+00 .2786E-01 .9734E-01 .3487E+00 .9670E-01 .4454E+00
.1084E+04 .3223E+00 .2650E-01 .8946E-01 .3160E+00 .9046E-01 .4065E+00
.1085E+04 .3436E+00 .2739E-01 .9452E-01 .3370E+00 .9448E-01 .4315E+00
.1086E+04 .2999E+00 .2510E-01 .8369E-01 .2941E+00 .8516E-01 .3793E+00
.1087E+04 .3210E+00 .2595E-01 .8866E-01 .3148E+00 .8908E-01 .4039E+00
.1088E+04 .3508E+00 .2735E-01 .9587E-01 .3440E+00 .9504E-01 .4390E+00
.1089E+04 .3246E+00 .2638E-01 .8979E-01 .3183E+00 .9036E-01 .4087E+00
.1090E+04 .3054E+00 .2511E-01 .8477E-01 .2995E+00 .8568E-01 .3852E+00
.1091E+04 .3437E+00 .2691E-01 .9407E-01 .3371E+00 .9337E-01 .4305E+00
.1092E+04 .3426E+00 .2661E-01 .9354E-01 .3360E+00 .9258E-01 .4286E+00
.1093E+04 .2598E+00 .2255E-01 .7332E-01 .2548E+00 .7558E-01 .3304E+00
.1094E+04 .3125E+00 .2451E-01 .8557E-01 .3065E+00 .8497E-01 .3915E+00
.1095E+04 .2646E+00 .2299E-01 .7469E-01 .2595E+00 .7700E-01 .3365E+00
.1096E+04 .2460E+00 .2198E-01 .7004E-01 .2413E+00 .7295E-01 .3142E+00
.1097E+04 .3420E+00 .2628E-01 .9310E-01 .3354E+00 .9175E-01 .4272E+00
.1098E+04 .2387E+00 .2178E-01 .6841E-01 .2341E+00 .7181E-01 .3059E+00
