Wavelength Global Beam Diffuse Ground
.1960E+04 .2189E-01 .2158E-01 .1389E-03 .3821E+00
.1965E+04 .2855E-01 .2812E-01 .1868E-03 .3862E+00
.1970E+04 .4884E-01 .4807E-01 .3466E-03 .3898E+00
.1975E+04 .6786E-01 .6674E-01 .5091E-03 .3922E+00
.1980E+04 .7481E-01 .7354E-01 .5745E-03 .3950E+00
.1985E+04 .8241E-01 .8098E-01 .6422E-03 .3994E+00
.1990E+04 .8563E-01 .8413E-01 .6671E-03 .4009E+00
.1995E+04 .8120E-01 .7979E-01 .6248E-03 .4003E+00
.2000E+04 .3814E-01 .3751E-01 .2727E-03 .3992E+00
.2005E+04 .1498E-01 .1476E-01 .9034E-04 .3969E+00
.2010E+04 .3973E-01 .3909E-01 .2815E-03 .3939E+00
.2015E+04 .2649E-01 .2608E-01 .1747E-03 .3895E+00
.2020E+04 .4486E-01 .4415E-01 .3259E-03 .3858E+00
.2025E+04 .7401E-01 .7279E-01 .5901E-03 .3816E+00
.2030E+04 .8467E-01 .8328E-01 .6937E-03 .3766E+00
.2035E+04 .9639E-01 .9481E-01 .8070E-03 .3732E+00
.2040E+04 .8955E-01 .8812E-01 .7377E-03 .3697E+00
.2045E+04 .9095E-01 .8952E-01 .7469E-03 .3669E+00
.2050E+04 .6792E-01 .6690E-01 .5258E-03 .3645E+00
.2055E+04 .5483E-01 .5404E-01 .4061E-03 .3623E+00
.2060E+04 .6916E-01 .6813E-01 .5359E-03 .3611E+00
.2065E+04 .6185E-01 .6096E-01 .4679E-03 .3599E+00
.2070E+04 .6559E-01 .6464E-01 .5006E-03 .3577E+00
.2075E+04 .7745E-01 .7631E-01 .6089E-03 .3566E+00
.2080E+04 .8682E-01 .8553E-01 .6986E-03 .3559E+00
.2085E+04 .8511E-01 .8385E-01 .6808E-03 .3559E+00
.2090E+04 .8911E-01 .8778E-01 .7172E-03 .3567E+00
.2095E+04 .8976E-01 .8842E-01 .7236E-03 .3560E+00
.2100E+04 .8613E-01 .8486E-01 .6872E-03 .3560E+00
.2105E+04 .9314E-01 .9175E-01 .7504E-03 .3572E+00
.2110E+04 .8962E-01 .8828E-01 .7162E-03 .3590E+00
.2115E+04 .9167E-01 .9029E-01 .7339E-03 .3590E+00
.2120E+04 .8757E-01 .8625E-01 .6943E-03 .3608E+00
.2125E+04 .8863E-01 .8729E-01 .7029E-03 .3619E+00
.2130E+04 .8978E-01 .8842E-01 .7114E-03 .3633E+00
.2135E+04 .9005E-01 .8868E-01 .7125E-03 .3650E+00
.2140E+04 .9078E-01 .8939E-01 .7166E-03 .3655E+00
.2145E+04 .8949E-01 .8813E-01 .7034E-03 .3656E+00
.2150E+04 .8463E-01 .8335E-01 .6561E-03 .3656E+00
.2155E+04 .8483E-01 .8355E-01 .6564E-03 .3661E+00
.2160E+04 .8416E-01 .8289E-01 .6492E-03 .3656E+00
.2165E+04 .7630E-01 .7515E-01 .5841E-03 .3657E+00
.2170E+04 .8199E-01 .8076E-01 .6285E-03 .3657E+00
.2175E+04 .8043E-01 .7923E-01 .6108E-03 .3657E+00
.2180E+04 .8179E-01 .8057E-01 .6221E-03 .3657E+00
.2185E+04 .7455E-01 .7345E-01 .5571E-03 .3657E+00
.2190E+04 .7906E-01 .7789E-01 .5948E-03 .3658E+00
.2195E+04 .7899E-01 .7782E-01 .5914E-03 .3658E+00
.2200E+04 .7098E-01 .6995E-01 .5194E-03 .3646E+00
.2205E+04 .7390E-01 .7283E-01 .5449E-03 .3634E+00
.2210E+04 .7931E-01 .7816E-01 .5900E-03 .3628E+00
.2215E+04 .7620E-01 .7511E-01 .5608E-03 .3618E+00
.2220E+04 .7768E-01 .7658E-01 .5714E-03 .3606E+00
.2225E+04 .7540E-01 .7434E-01 .5508E-03 .3588E+00
.2230E+04 .7570E-01 .7465E-01 .5511E-03 .3571E+00
.2235E+04 .7422E-01 .7320E-01 .5365E-03 .3547E+00
.2240E+04 .7302E-01 .7204E-01 .5255E-03 .3525E+00
.2245E+04 .7069E-01 .6976E-01 .5033E-03 .3492E+00
.2250E+04 .7184E-01 .7093E-01 .5113E-03 .3416E+00
.2255E+04 .6750E-01 .6667E-01 .4734E-03 .3378E+00
.2260E+04 .6672E-01 .6593E-01 .4647E-03 .3321E+00
.2265E+04 .6799E-01 .6720E-01 .4740E-03 .3282E+00
.2270E+04 .6463E-01 .6390E-01 .4441E-03 .3259E+00
.2275E+04 .6377E-01 .6306E-01 .4356E-03 .3250E+00
.2280E+04 .6615E-01 .6540E-01 .4547E-03 .3248E+00
.2285E+04 .6285E-01 .6215E-01 .4257E-03 .3239E+00
.2290E+04 .6300E-01 .6231E-01 .4252E-03 .3229E+00
.2295E+04 .6104E-01 .6037E-01 .4098E-03 .3229E+00
.2300E+04 .5854E-01 .5790E-01 .3877E-03 .3229E+00
.2305E+04 .5891E-01 .5828E-01 .3891E-03 .3216E+00
.2310E+04 .6378E-01 .6309E-01 .4269E-03 .3217E+00
.2315E+04 .5790E-01 .5729E-01 .3794E-03 .3217E+00
.2320E+04 .5172E-01 .5118E-01 .3314E-03 .3217E+00
.2325E+04 .5611E-01 .5552E-01 .3660E-03 .3217E+00
.2330E+04 .5666E-01 .5606E-01 .3668E-03 .3217E+00
.2335E+04 .5782E-01 .5721E-01 .3746E-03 .3221E+00
.2340E+04 .4561E-01 .4514E-01 .2835E-03 .3230E+00
.2345E+04 .5115E-01 .5061E-01 .3217E-03 .3230E+00
.2350E+04 .4129E-01 .4087E-01 .2521E-03 .3231E+00
.2355E+04 .4723E-01 .4675E-01 .2924E-03 .3231E+00
.2360E+04 .5004E-01 .4952E-01 .3111E-03 .3231E+00
.2365E+04 .4931E-01 .4880E-01 .3061E-03 .3223E+00
.2370E+04 .3048E-01 .3018E-01 .1738E-03 .3231E+00
.2375E+04 .4394E-01 .4349E-01 .2652E-03 .3231E+00
.2380E+04 .4248E-01 .4205E-01 .2550E-03 .3231E+00
.2385E+04 .3072E-01 .3042E-01 .1762E-03 .3231E+00
.2390E+04 .3657E-01 .3621E-01 .2136E-03 .3221E+00
.2395E+04 .4011E-01 .3972E-01 .2355E-03 .3217E+00
.2400E+04 .4371E-01 .4328E-01 .2582E-03 .3196E+00
.2405E+04 .3354E-01 .3323E-01 .1918E-03 .3183E+00
.2410E+04 .3378E-01 .3347E-01 .1918E-03 .3163E+00
.2415E+04 .2728E-01 .2704E-01 .1502E-03 .3139E+00
.2420E+04 .2658E-01 .2634E-01 .1461E-03 .3123E+00
.2425E+04 .3305E-01 .3277E-01 .1841E-03 .3064E+00
.2430E+04 .4455E-01 .4417E-01 .2549E-03 .3032E+00
.2435E+04 .1487E-01 .1476E-01 .7566E-04 .2997E+00
.2440E+04 .4324E-01 .4291E-01 .2450E-03 .2926E+00
.2445E+04 .2079E-01 .2065E-01 .1077E-03 .2871E+00
.2450E+04 .1360E-01 .1352E-01 .6689E-04 .2847E+00
.2455E+04 .2485E-01 .2469E-01 .1301E-03 .2813E+00
.2460E+04 .3336E-01 .3316E-01 .1778E-03 .2778E+00
.2465E+04 .2415E-01 .2401E-01 .1228E-03 .2744E+00
.2470E+04 .1672E-01 .1664E-01 .8012E-04 .2721E+00
.2475E+04 .1645E-01 .1637E-01 .7781E-04 .2697E+00
.2480E+04 .8037E-02 .8003E-02 .3555E-04 .2662E+00
.2485E+04 .5607E-02 .5586E-02 .2292E-04 .2627E+00
.2490E+04 .3508E-02 .3498E-02 .1310E-04 .2604E+00
.2495E+04 .2875E-02 .2866E-02 .1069E-04 .2593E+00
.2500E+04 .7060E-02 .7036E-02 .2857E-04 .2610E+00
.2505E+04 .1518E-02 .1514E-02 .5658E-05 .2622E+00
.2510E+04 .2215E-02 .2208E-02 .8364E-05 .2630E+00
.2515E+04 .5183E-03 .5169E-03 .1718E-05 .2643E+00
.2520E+04 .3699E-03 .3692E-03 .9327E-06 .2673E+00
.2525E+04 .4135E-04 .4127E-04 .1047E-06 .2687E+00
.2530E+04 .6346E-06 .6345E-06 .6258E-09 .2706E+00
.2535E+04 .1747E-06 .1747E-06 .1282E-09 .2714E+00
.2540E+04 .3764E-06 .3763E-06 .3231E-09 .2742E+00
.2545E+04 .5369E-10 .5370E-10 .1787E-13 .2774E+00
.2550E+04 .2825E-12 .2826E-12 .4895E-16 .2795E+00
.2555E+04 .1042E-08 .1042E-08 .3572E-12 .2818E+00
.2560E+04 .3096E-10 .3096E-10 .1087E-13 .2832E+00
.2565E+04 .1593E-13 .1593E-13 .4160E-18 .2860E+00
.2570E+04 .1527E-17 .1526E-17 .1182E-22 .2890E+00
.2575E+04 .1085E-26 .1084E-26 .6718E-33 .3061E+00
.2580E+04 .3835E-21 .3833E-21 .7410E-27 .2935E+00
.2585E+04 .1737E-33 .1734E-33 .1370E-40 .3110E+00
.2590E+04 .5525E-30 .5515E-30 .8809E-37 .3144E+00
.2595E+04 .2297E-32 .2293E-32 .1849E-38 .3116E+00
.2600E+04 .4523E-27 .4513E-27 .1471E-33 .3173E+00
.2605E+04 .5853E-34 .5840E-34 .1629E-40 .3177E+00
.2610E+04 .6005E-33 .5992E-33 .5349E-40 .3189E+00
.2615E+04 .1132E-36 .1130E-36 .4204E-44 .3190E+00
.2620E+04 .5683E-28 .5670E-28 .5377E-34 .3181E+00
.2625E+04 .3901E-27 .3893E-27 .9462E-34 .3188E+00
.2630E+04 .2803E-44 .2803E-44 .0000E+00 .3183E+00
.2635E+04 .3902E-15 .3898E-15 .5755E-20 .3027E+00
.2640E+04 .1176E-15 .1175E-15 .1230E-20 .3024E+00
.2645E+04 .9013E-18 .9005E-18 .5287E-23 .3007E+00
.2650E+04 .1433E-18 .1432E-18 .5139E-24 .2994E+00
.2655E+04 .1323E-26 .1321E-26 .5701E-33 .3105E+00
.2660E+04 .2619E-24 .2615E-24 .4318E-30 .3081E+00
.2665E+04 .1124E-36 .1123E-36 .1261E-43 .3041E+00
.2670E+04 .0000E+00 .0000E+00 .0000E+00 .3001E+00
.2675E+04 .0000E+00 .0000E+00 .0000E+00 .2950E+00
.2680E+04 .0000E+00 .0000E+00 .0000E+00 .2899E+00
.2685E+04 .0000E+00 .0000E+00 .0000E+00 .2827E+00
.2690E+04 .1034E-28 .1035E-28 .1239E-35 .2715E+00
.2695E+04 .7203E-32 .7217E-32 .1231E-38 .2571E+00
.2700E+04 .0000E+00 .0000E+00 .0000E+00 .2404E+00
.2705E+04 .2999E-41 .3010E-41 .0000E+00 .2274E+00
.2710E+04 .1139E-34 .1144E-34 .9179E-42 .2162E+00
.2715E+04 .3889E-25 .3911E-25 .1281E-31 .2048E+00
.2720E+04 .5605E-44 .5605E-44 .0000E+00 .1867E+00
.2725E+04 .7314E-21 .7375E-21 .3571E-26 .1623E+00
.2730E+04 .6097E-18 .6154E-18 .1558E-23 .1480E+00
.2735E+04 .5511E-20 .5567E-20 .1501E-25 .1339E+00
.2740E+04 .2344E-26 .2370E-26 .3876E-32 .1267E+00
.2745E+04 .1324E-22 .1340E-22 .2403E-28 .1111E+00
.2750E+04 .1684E-27 .1705E-27 .4000E-34 .1066E+00
.2755E+04 .6866E-43 .6866E-43 .0000E+00 .9589E-01
.2760E+04 .0000E+00 .0000E+00 .0000E+00 .8858E-01
.2765E+04 .2698E-26 .2736E-26 .1886E-32 .8143E-01
.2770E+04 .8431E-23 .8551E-23 .1171E-28 .7543E-01
.2775E+04 .4078E-37 .4139E-37 .0000E+00 .6890E-01
.2780E+04 .4884E-33 .4958E-33 .1244E-40 .6304E-01
.2785E+04 .3933E-26 .3994E-26 .1828E-32 .5843E-01
.2790E+04 .1221E-15 .1240E-15 .7651E-21 .5213E-01
.2795E+04 .3632E-15 .3691E-15 .2076E-20 .4661E-01
.2800E+04 .1649E-11 .1676E-11 .5166E-16 .4445E-01
.2805E+04 .6749E-13 .6862E-13 .4192E-17 .4080E-01
.2810E+04 .4022E-09 .4089E-09 .9159E-13 .3777E-01
.2815E+04 .2867E-09 .2915E-09 .8114E-13 .3602E-01
.2820E+04 .2054E-10 .2088E-10 .4951E-14 .3434E-01
.2825E+04 .1758E-06 .1787E-06 .1220E-09 .3191E-01
.2830E+04 .3895E-05 .3957E-05 .4587E-08 .3074E-01
.2835E+04 .2126E-09 .2163E-09 .6501E-13 .2937E-01
.2840E+04 .1958E-06 .1990E-06 .1814E-09 .2737E-01
.2845E+04 .4051E-04 .4114E-04 .7197E-07 .2661E-01
.2850E+04 .1153E-05 .1172E-05 .1260E-08 .2548E-01
.2855E+04 .4451E-06 .4522E-06 .6781E-09 .2456E-01
.2860E+04 .2497E-04 .2537E-04 .4426E-07 .2411E-01
.2865E+04 .1649E-03 .1674E-03 .3542E-06 .2275E-01
.2870E+04 .6252E-05 .6354E-05 .8869E-08 .2245E-01
.2875E+04 .3891E-03 .3949E-03 .9746E-06 .2218E-01
.2880E+04 .2447E-03 .2483E-03 .6615E-06 .2103E-01
.2885E+04 .4481E-03 .4548E-03 .1144E-05 .2114E-01
.2890E+04 .1843E-03 .1871E-03 .5023E-06 .2051E-01
.2895E+04 .2648E-02 .2685E-02 .8957E-05 .2042E-01
.2900E+04 .8079E-03 .8195E-03 .2507E-05 .2015E-01
.2905E+04 .1106E-03 .1123E-03 .2856E-06 .1985E-01
.2910E+04 .2718E-02 .2755E-02 .9491E-05 .1981E-01
.2915E+04 .1257E-02 .1274E-02 .4009E-05 .1936E-01
.2920E+04 .2893E-02 .2932E-02 .1014E-04 .1983E-01
.2925E+04 .1083E-02 .1098E-02 .3629E-05 .1947E-01
.2930E+04 .5883E-02 .5962E-02 .2236E-04 .1933E-01
.2935E+04 .6488E-02 .6574E-02 .2483E-04 .1995E-01
.2940E+04 .1626E-02 .1649E-02 .5525E-05 .1995E-01
.2945E+04 .1448E-02 .1468E-02 .4760E-05 .1962E-01
.2950E+04 .5224E-02 .5294E-02 .1967E-04 .2026E-01
.2955E+04 .2334E-02 .2365E-02 .8825E-05 .2019E-01
.2960E+04 .4592E-02 .4653E-02 .1760E-04 .2049E-01
.2965E+04 .7430E-02 .7527E-02 .3012E-04 .2042E-01
.2970E+04 .3519E-03 .3569E-03 .1144E-05 .2036E-01
.2975E+04 .8535E-03 .8653E-03 .2906E-05 .2058E-01
.2980E+04 .1336E-02 .1355E-02 .4585E-05 .2126E-01
.2985E+04 .6956E-02 .7047E-02 .2819E-04 .2095E-01
.2990E+04 .1027E-01 .1040E-01 .4408E-04 .2166E-01
.2995E+04 .4272E-02 .4329E-02 .1664E-04 .2125E-01
.3000E+04 .7843E-02 .7943E-02 .3273E-04 .2159E-01
.3005E+04 .2889E-02 .2927E-02 .1102E-04 .2273E-01
.3010E+04 .6846E-02 .6933E-02 .2864E-04 .2289E-01
.3015E+04 .5553E-02 .5625E-02 .2223E-04 .2316E-01
.3020E+04 .6330E-03 .6419E-03 .1965E-05 .2379E-01
.3025E+04 .7502E-02 .7597E-02 .3143E-04 .2364E-01
.3030E+04 .6074E-02 .6151E-02 .2504E-04 .2492E-01
.3035E+04 .2497E-02 .2530E-02 .9580E-05 .2491E-01
.3040E+04 .2023E-02 .2050E-02 .7558E-05 .2570E-01
.3045E+04 .4207E-02 .4262E-02 .1635E-04 .2554E-01
.3050E+04 .1032E-02 .1045E-02 .3674E-05 .2599E-01
.3055E+04 .2892E-03 .2932E-03 .8932E-06 .2665E-01
.3060E+04 .6300E-02 .6378E-02 .2626E-04 .2832E-01
.3065E+04 .2910E-02 .2947E-02 .1108E-04 .2873E-01
.3070E+04 .1748E-02 .1771E-02 .6223E-05 .2923E-01
.3075E+04 .6021E-02 .6094E-02 .2499E-04 .3033E-01
.3080E+04 .3621E-02 .3666E-02 .1456E-04 .3155E-01
.3085E+04 .1766E-02 .1789E-02 .6392E-05 .3219E-01
.3090E+04 .2379E-02 .2409E-02 .8756E-05 .3302E-01
.3095E+04 .6545E-03 .6631E-03 .2134E-05 .3327E-01
.3100E+04 .4400E-02 .4453E-02 .1790E-04 .3439E-01
.3105E+04 .9209E-03 .9325E-03 .3316E-05 .3538E-01
.3110E+04 .8449E-03 .8558E-03 .2765E-05 .3650E-01
.3115E+04 .2266E-02 .2294E-02 .8504E-05 .3727E-01
.3120E+04 .9818E-02 .9931E-02 .4253E-04 .3756E-01
.3125E+04 .3027E-02 .3063E-02 .1241E-04 .3861E-01
.3130E+04 .5760E-02 .5825E-02 .2505E-04 .3992E-01
.3135E+04 .1144E-01 .1157E-01 .5096E-04 .4063E-01
.3140E+04 .3320E-02 .3359E-02 .1345E-04 .4184E-01
.3145E+04 .3250E-02 .3288E-02 .1332E-04 .4245E-01
.3150E+04 .6662E-02 .6736E-02 .2859E-04 .4395E-01
.3155E+04 .5633E-02 .5695E-02 .2421E-04 .4470E-01
.3160E+04 .9202E-02 .9302E-02 .4055E-04 .4575E-01
.3165E+04 .1396E-01 .1410E-01 .6493E-04 .4685E-01
.3170E+04 .1250E-01 .1263E-01 .5788E-04 .4849E-01
.3175E+04 .9168E-02 .9264E-02 .4084E-04 .4932E-01
.3180E+04 .1061E-01 .1072E-01 .4873E-04 .4991E-01
.3185E+04 .7986E-02 .8071E-02 .3419E-04 .5107E-01
.3190E+04 .4229E-02 .4274E-02 .1800E-04 .5172E-01
.3195E+04 .2658E-02 .2687E-02 .9951E-05 .5347E-01
.3200E+04 .4351E-03 .4403E-03 .1386E-05 .5441E-01
.3205E+04 .3063E-03 .3100E-03 .9032E-06 .5496E-01
.3210E+04 .1343E-03 .1360E-03 .3768E-06 .5596E-01
.3215E+04 .4940E-03 .4997E-03 .1567E-05 .5719E-01
.3220E+04 .1579E-02 .1596E-02 .5643E-05 .5797E-01
.3225E+04 .1979E-03 .2002E-03 .6427E-06 .5914E-01
.3230E+04 .3349E-03 .3387E-03 .1082E-05 .5997E-01
.3235E+04 .7263E-02 .7334E-02 .3178E-04 .6108E-01
.3240E+04 .3673E-02 .3711E-02 .1446E-04 .6164E-01
.3245E+04 .7309E-03 .7386E-03 .2728E-05 .6229E-01
.3250E+04 .2560E-02 .2586E-02 .1030E-04 .6335E-01
.3255E+04 .9897E-02 .9989E-02 .4503E-04 .6424E-01
.3260E+04 .1200E-02 .1213E-02 .4415E-05 .6507E-01
.3265E+04 .2439E-02 .2464E-02 .9686E-05 .6638E-01
.3270E+04 .1197E-02 .1209E-02 .4566E-05 .6766E-01
.3275E+04 .5915E-02 .5967E-02 .2844E-04 .6779E-01
.3280E+04 .2831E-02 .2858E-02 .1205E-04 .6882E-01
.3285E+04 .1111E-01 .1121E-01 .5372E-04 .6991E-01
.3290E+04 .8689E-02 .8764E-02 .4079E-04 .7087E-01
.3295E+04 .1221E-02 .1233E-02 .4966E-05 .7114E-01
.3300E+04 .1766E-02 .1782E-02 .7448E-05 .7177E-01
.3305E+04 .3928E-02 .3963E-02 .1713E-04 .7244E-01
.3310E+04 .3847E-02 .3882E-02 .1630E-04 .7240E-01
.3315E+04 .1329E-04 .1345E-04 .2154E-07 .7284E-01
.3320E+04 .5636E-04 .5700E-04 .1427E-06 .7276E-01
.3325E+04 .3427E-02 .3459E-02 .1388E-04 .7255E-01
.3330E+04 .4639E-02 .4680E-02 .2126E-04 .7185E-01
.3335E+04 .8980E-02 .9059E-02 .4170E-04 .7116E-01
.3340E+04 .3455E-02 .3487E-02 .1521E-04 .6998E-01
.3345E+04 .3491E-02 .3525E-02 .1485E-04 .6781E-01
.3350E+04 .8015E-02 .8088E-02 .3752E-04 .6532E-01
.3355E+04 .3584E-02 .3619E-02 .1512E-04 .6298E-01
.3360E+04 .5214E-02 .5264E-02 .2340E-04 .6032E-01
.3365E+04 .7163E-02 .7232E-02 .3350E-04 .5774E-01
.3370E+04 .3859E-02 .3899E-02 .1619E-04 .5555E-01
.3375E+04 .8434E-02 .8518E-02 .3982E-04 .5341E-01
.3380E+04 .4994E-02 .5046E-02 .2159E-04 .5163E-01
.3385E+04 .7450E-02 .7526E-02 .3473E-04 .4985E-01
.3390E+04 .9737E-02 .9837E-02 .4602E-04 .4830E-01
.3395E+04 .9472E-02 .9570E-02 .4514E-04 .4640E-01
.3400E+04 .1247E-01 .1260E-01 .6171E-04 .4489E-01
.3405E+04 .4358E-02 .4406E-02 .1869E-04 .4390E-01
.3410E+04 .7056E-02 .7131E-02 .3317E-04 .4304E-01
.3415E+04 .7142E-02 .7220E-02 .3261E-04 .4208E-01
.3420E+04 .1314E-01 .1327E-01 .6583E-04 .4095E-01
.3425E+04 .9873E-02 .9979E-02 .4726E-04 .4106E-01
.3430E+04 .8547E-02 .8640E-02 .4005E-04 .4179E-01
.3435E+04 .1153E-01 .1164E-01 .5737E-04 .4371E-01
.3440E+04 .7906E-02 .7990E-02 .3680E-04 .4462E-01
.3445E+04 .1123E-01 .1135E-01 .5554E-04 .4520E-01
.3450E+04 .1107E-01 .1118E-01 .5454E-04 .4570E-01
.3455E+04 .8219E-02 .8304E-02 .3914E-04 .4641E-01
.3460E+04 .1248E-01 .1260E-01 .6297E-04 .4727E-01
.3465E+04 .9707E-02 .9804E-02 .4701E-04 .4886E-01
.3470E+04 .1224E-01 .1236E-01 .6188E-04 .4952E-01
.3475E+04 .1087E-01 .1098E-01 .5392E-04 .5054E-01
.3480E+04 .1114E-01 .1125E-01 .5550E-04 .5092E-01
.3485E+04 .1205E-01 .1217E-01 .6091E-04 .5178E-01
.3490E+04 .1034E-01 .1044E-01 .5104E-04 .5296E-01
.3495E+04 .1222E-01 .1234E-01 .6209E-04 .5356E-01
.3500E+04 .1188E-01 .1199E-01 .6017E-04 .5397E-01
.3505E+04 .1178E-01 .1189E-01 .5966E-04 .5291E-01
.3510E+04 .1192E-01 .1203E-01 .6061E-04 .5497E-01
.3515E+04 .1147E-01 .1157E-01 .5810E-04 .6201E-01
.3520E+04 .1211E-01 .1221E-01 .6205E-04 .6845E-01
.3525E+04 .1140E-01 .1149E-01 .5804E-04 .7248E-01
.3530E+04 .1111E-01 .1119E-01 .5640E-04 .7573E-01
.3535E+04 .9400E-02 .9475E-02 .4654E-04 .7815E-01
.3540E+04 .8969E-02 .9039E-02 .4416E-04 .8039E-01
.3545E+04 .9484E-02 .9556E-02 .4709E-04 .8292E-01
.3550E+04 .1051E-01 .1059E-01 .5330E-04 .8524E-01
.3555E+04 .9033E-02 .9099E-02 .4487E-04 .8634E-01
.3560E+04 .1077E-01 .1085E-01 .5499E-04 .8890E-01
.3565E+04 .1081E-01 .1089E-01 .5528E-04 .9023E-01
.3570E+04 .8329E-02 .8386E-02 .4168E-04 .9168E-01
.3575E+04 .8610E-02 .8668E-02 .4325E-04 .9328E-01
.3580E+04 .1015E-01 .1022E-01 .5233E-04 .9443E-01
.3585E+04 .9127E-02 .9187E-02 .4591E-04 .9534E-01
.3590E+04 .9438E-02 .9499E-02 .4808E-04 .9602E-01
.3595E+04 .9665E-02 .9727E-02 .4947E-04 .9737E-01
.3600E+04 .1026E-01 .1033E-01 .5302E-04 .9846E-01
.3605E+04 .1032E-01 .1039E-01 .5325E-04 .9915E-01
.3610E+04 .9464E-02 .9523E-02 .4830E-04 .9980E-01
.3615E+04 .9487E-02 .9545E-02 .4870E-04 .1008E+00
.3620E+04 .1161E-01 .1168E-01 .6092E-04 .1015E+00
.3625E+04 .1021E-01 .1028E-01 .5253E-04 .1023E+00
.3630E+04 .9955E-02 .1001E-01 .5115E-04 .1030E+00
.3635E+04 .1030E-01 .1036E-01 .5306E-04 .1034E+00
.3640E+04 .1148E-01 .1154E-01 .6003E-04 .1042E+00
.3645E+04 .1057E-01 .1063E-01 .5450E-04 .1044E+00
.3650E+04 .1011E-01 .1017E-01 .5195E-04 .1051E+00
.3655E+04 .1098E-01 .1104E-01 .5722E-04 .1058E+00
.3660E+04 .1091E-01 .1097E-01 .5674E-04 .1060E+00
.3665E+04 .1023E-01 .1029E-01 .5260E-04 .1070E+00
.3670E+04 .7905E-02 .7951E-02 .3949E-04 .1078E+00
.3675E+04 .4827E-02 .4857E-02 .2250E-04 .1085E+00
.3680E+04 .8320E-02 .8368E-02 .4162E-04 .1093E+00
.3685E+04 .9407E-02 .9459E-02 .4791E-04 .1110E+00
.3690E+04 .9666E-02 .9718E-02 .4941E-04 .1116E+00
.3695E+04 .1013E-01 .1019E-01 .5232E-04 .1126E+00
.3700E+04 .1088E-01 .1093E-01 .5688E-04 .1139E+00
.3705E+04 .1076E-01 .1082E-01 .5614E-04 .1147E+00
.3710E+04 .9351E-02 .9399E-02 .4784E-04 .1159E+00
.3715E+04 .9222E-02 .9268E-02 .4719E-04 .1168E+00
.3720E+04 .1038E-01 .1043E-01 .5392E-04 .1180E+00
.3725E+04 .1069E-01 .1074E-01 .5574E-04 .1189E+00
.3730E+04 .9262E-02 .9307E-02 .4745E-04 .1195E+00
.3735E+04 .8577E-02 .8618E-02 .4350E-04 .1205E+00
.3740E+04 .8848E-02 .8889E-02 .4515E-04 .1218E+00
.3745E+04 .1033E-01 .1037E-01 .5373E-04 .1224E+00
.3750E+04 .9284E-02 .9326E-02 .4774E-04 .1234E+00
.3755E+04 .8988E-02 .9029E-02 .4604E-04 .1245E+00
.3760E+04 .8859E-02 .8899E-02 .4512E-04 .1252E+00
.3765E+04 .8546E-02 .8584E-02 .4345E-04 .1261E+00
.3770E+04 .9120E-02 .9160E-02 .4685E-04 .1273E+00
.3775E+04 .9048E-02 .9086E-02 .4645E-04 .1282E+00
.3780E+04 .9570E-02 .9609E-02 .4947E-04 .1291E+00
.3785E+04 .8804E-02 .8841E-02 .4492E-04 .1300E+00
.3790E+04 .7748E-02 .7780E-02 .3900E-04 .1313E+00
.3795E+04 .8858E-02 .8894E-02 .4540E-04 .1322E+00
.3800E+04 .9851E-02 .9889E-02 .5119E-04 .1330E+00
.3805E+04 .9296E-02 .9331E-02 .4792E-04 .1345E+00
.3810E+04 .8235E-02 .8266E-02 .4171E-04 .1358E+00
.3815E+04 .7743E-02 .7773E-02 .3901E-04 .1364E+00
.3820E+04 .9648E-02 .9682E-02 .5009E-04 .1375E+00
.3825E+04 .9493E-02 .9526E-02 .4916E-04 .1385E+00
.3830E+04 .9589E-02 .9622E-02 .4978E-04 .1393E+00
.3835E+04 .7674E-02 .7701E-02 .3853E-04 .1405E+00
.3840E+04 .8962E-02 .8991E-02 .4605E-04 .1414E+00
.3845E+04 .8758E-02 .8787E-02 .4483E-04 .1425E+00
.3850E+04 .8800E-02 .8829E-02 .4509E-04 .1430E+00
.3855E+04 .8486E-02 .8513E-02 .4326E-04 .1440E+00
.3860E+04 .7950E-02 .7975E-02 .4008E-04 .1453E+00
.3865E+04 .8051E-02 .8077E-02 .4067E-04 .1455E+00
.3870E+04 .7297E-02 .7320E-02 .3628E-04 .1460E+00
.3875E+04 .6681E-02 .6703E-02 .3269E-04 .1472E+00
.3880E+04 .6447E-02 .6467E-02 .3137E-04 .1478E+00
.3885E+04 .6692E-02 .6713E-02 .3279E-04 .1480E+00
.3890E+04 .6807E-02 .6828E-02 .3343E-04 .1484E+00
.3895E+04 .7415E-02 .7438E-02 .3700E-04 .1489E+00
.3900E+04 .7888E-02 .7911E-02 .3978E-04 .1494E+00
.3905E+04 .7883E-02 .7905E-02 .3974E-04 .1498E+00
.3910E+04 .7069E-02 .7090E-02 .3499E-04 .1504E+00
.3915E+04 .6917E-02 .6938E-02 .3410E-04 .1505E+00
.3920E+04 .6880E-02 .6900E-02 .3393E-04 .1511E+00
.3925E+04 .6786E-02 .6806E-02 .3338E-04 .1516E+00
.3930E+04 .6988E-02 .7008E-02 .3457E-04 .1519E+00
.3935E+04 .7299E-02 .7319E-02 .3638E-04 .1527E+00
.3940E+04 .7353E-02 .7373E-02 .3672E-04 .1530E+00
.3945E+04 .7499E-02 .7519E-02 .3757E-04 .1535E+00
.3950E+04 .7591E-02 .7611E-02 .3816E-04 .1544E+00
